unit_id;year_id;group_id;expense_invoices;sales;note
12394;5;1;1;29631;
1549;5;3;10;451622.5;
12128;5;3;4;110023;
11464;5;1;1;23860;
9926;5;4;15;603149.8;
1676;5;3;7;64430;
1679;5;2;3;29311;
1680;5;1;1;2262;
10238;5;2;2;84639;
11432;5;2;3;327345;
1754;5;2;3;81630;
11171;5;4;31;404789;
1698;5;2;2;16729;
12262;5;1;1;15800;
12294;5;1;1;83710;
1733;5;2;3;27898;
1745;5;3;4;59199;
11229;5;1;1;1453.5;
1767;5;3;5;127067.6;
11500;5;2;3;106418.5;
11519;5;1;1;139860;
12093;5;2;3;108054;
12317;5;1;1;24291.6;
1823;5;1;1;9580;
10105;5;4;36;1662334.1;
1843;5;3;7;86501;
1863;5;4;27;3267678.5;
1864;5;3;4;154962.2;
9962;5;2;3;133088.5;
1913;5;1;1;61237.5;
11723;5;4;13;887350.5;
11683;5;1;1;20671;
1957;5;2;3;95251.5;
11913;5;3;4;67625.5;
1980;5;4;19;568485;
11205;5;4;13;202067;
2009;5;3;4;282003;
12083;5;1;1;91250;
2016;5;3;8;481255.5;
2033;5;2;2;192062;
2053;5;2;3;202367.5;
11785;5;3;6;111533.5;
10186;5;3;4;153278;
10158;5;1;1;42734;
10208;5;2;2;141169;
12101;5;1;1;36412;
12312;5;2;2;18716;
2075;5;1;1;129480;
2083;5;2;2;85287;
2085;5;3;4;51520;
2102;5;3;4;288734;
2106;5;3;8;784346.5;
2095;5;4;12;1253994;
2133;5;3;4;44000;
2144;5;3;4;203621;
2146;5;4;39;3338703.6;
2167;5;3;4;348967.5;
2170;5;2;3;286104;
2183;5;2;3;190534;
2200;5;3;9;2450054;
2221;5;1;1;332100;
2220;5;3;7;554489.5;
2237;5;4;17;1952388;
2240;5;2;2;18845;
2242;5;1;1;4100;
2267;5;4;36;1774272.9;
2303;5;1;1;288125;
2346;5;2;2;38015.2;
11400;5;2;3;45240;
3575;5;3;4;43728.5;
11442;5;1;1;1716;
2139;5;4;13;404257.5;
2142;5;1;1;6651.5;
11220;5;2;3;126199.4;
11508;5;1;1;4313;
11363;5;3;5;126471;
11611;5;1;1;451835;
10074;5;2;3;21965.5;
2396;5;4;28;1720764.02;
2409;5;3;7;24097.5;
2426;5;5;43;1232910.8;
2432;5;2;2;145474;
2467;5;3;6;289877;
10400;5;2;2;23030;
2504;5;1;1;52397.5;
10242;5;3;7;280975.5;
11450;5;3;5;22770.5;
10117;5;1;1;2780.3;
2548;5;3;4;300220;
2550;5;4;16;509481;
10200;5;4;20;3853228.5;
2564;5;2;2;360839.5;
2585;5;4;13;159430;
10390;5;1;1;9965;
11521;5;1;1;9731;
10391;5;3;7;419725.5;
2624;5;3;7;910163;
11535;5;3;8;434963.6;
10157;5;2;2;7810;
12285;5;1;1;294920;
11782;5;1;1;242640;
11528;5;1;1;8734;
11707;5;1;1;2043;
11854;5;3;6;84066;
11533;5;3;4;453153.5;
12131;5;1;1;29640;
10144;5;2;3;63943.5;
12027;5;3;8;221988.5;
11390;5;1;1;8660;
11525;5;1;1;8615;
2657;5;1;1;283874;
10318;5;2;3;102088;
9758;5;1;1;6350;
11330;5;1;1;1762.5;
2677;5;3;5;622853;
12232;5;1;1;25385.5;
11868;5;2;2;63024;
2692;5;5;46;19815097;
2698;5;2;2;277290;
2705;5;1;1;19725;
11485;5;2;2;36854;
11873;5;2;2;128685;
2719;5;4;25;198338.3;
2736;5;2;3;215269;
2668;5;4;17;215973;
2739;5;2;3;77235;
2778;5;2;3;88334;
2812;5;5;44;4155126.7;
2814;5;1;1;100646;
11973;5;4;22;3463630;
10397;5;2;2;421540;
2825;5;1;1;97685;
12161;5;1;1;58425;
9943;5;1;1;63566;
10256;5;5;46;1922426.5;
2843;5;3;6;197412.5;
2950;5;3;7;1433387.4;
2955;5;1;1;410285;
3008;5;3;4;70238;
3024;5;3;5;302347.5;
3027;5;2;3;343843;
3029;5;4;11;372472.8;
3030;5;1;1;13325;
3032;5;1;1;5792;
3033;5;4;13;350997.4;
3036;5;4;19;985486.7;
3042;5;4;37;1127326.7;
3048;5;2;2;1286871;
3067;5;2;3;437639;
3085;5;3;5;372820;
3109;5;4;14;106374;
3119;5;1;1;26616;
10154;5;5;64;3287123.9;
11143;5;1;1;255130;
3142;5;2;3;74063;
3159;5;3;8;176948.8;
3178;5;1;1;38598;
3174;5;3;9;1490649;
9845;5;3;5;26779;
11563;5;1;1;9534;
11456;5;3;4;2023220;
11496;5;2;3;152870;
12198;5;2;3;34895.5;
11329;5;3;6;23318;
9879;5;1;1;7255;
9973;5;3;9;1496567.8;
11381;5;3;6;260431.3;
11627;5;3;5;21367.4;
12382;5;1;1;19140;
3213;5;3;5;113609.6;
3217;5;1;1;8140;
3230;5;5;60;1234871.7;
3239;5;1;1;95590;
3264;5;4;18;851589;
3267;5;5;54;4791565;
3268;5;3;10;985071;
3281;5;2;3;825682.5;
3294;5;2;3;17910;
10388;5;1;1;6024;
3348;5;2;2;95419;
3358;5;2;3;87344.5;
3365;5;4;14;1410665.5;
3367;5;3;6;226198;
10212;5;1;1;24067.5;
3390;5;3;4;95253;
11557;5;3;4;31906;
10020;5;3;4;80235;
9994;5;3;6;1310394.5;
3510;5;1;1;3750;
11389;5;4;12;3872682.9;
12333;5;1;1;3075;
3597;5;4;15;527391.5;
3607;5;2;3;64820;
9662;5;3;7;79494.5;
9998;5;1;1;53534;
3639;5;4;18;409052.5;
12134;5;1;1;30322.5;
3663;5;1;1;42917;
3667;5;1;1;1250;
3779;5;4;14;509318;
3683;5;3;5;561419.8;
10297;5;2;3;28370.5;
3689;5;4;12;618697;
3695;5;3;4;78153;
3696;5;4;11;159430.1;
3698;5;1;1;48400;
11144;5;4;16;216455.02;
3703;5;1;1;174103.5;
3717;5;4;18;3767903.5;
3718;5;3;5;117776.7;
12361;5;2;2;339757.5;
12338;5;1;1;36238;
9812;5;1;1;10715;
3778;5;1;1;450522;
3798;5;4;13;90610.2;
3816;5;4;13;3211443;
10234;5;4;24;461378.5;
3826;5;5;77;2028327.3;
3865;5;1;1;4660;
12234;5;1;1;25450;
3873;5;3;9;400597;
3891;5;1;1;4840;
12355;5;1;1;46675;
3917;5;5;49;1979335.2;
9987;5;4;17;2022303.5;
11536;5;2;2;7807;
3940;5;5;59;2984512.7;
10017;5;2;2;10340;
3955;5;2;2;216260;
3960;5;5;71;5181755.5;
12253;5;1;1;13393;
9948;5;3;5;2125292;
3979;5;5;53;1547108.14;
12054;5;1;1;11590;
3997;5;2;3;304665;
3998;5;4;32;3341575;
4003;5;1;1;45807;
4041;5;1;1;44912;
10152;5;2;2;121376.5;
4057;5;3;5;433224;
4066;5;4;36;2656326.7;
11694;5;2;2;40939;
4077;5;1;1;49446;
12107;5;2;2;60645;
9742;5;1;1;8960;
4085;5;4;15;6387133;
4981;5;1;1;4551;
4196;5;2;3;258665.9;
11226;5;3;4;467913;
10189;5;3;10;89761.4;
4219;5;1;1;6460;
4232;5;4;11;709951;
11343;5;3;8;1005329;
4268;5;3;10;92385;
11280;5;4;26;313206;
4302;5;4;15;307543.3;
4304;5;2;2;333720.5;
12209;5;1;1;229469.6;
10087;5;2;2;219834;
4330;5;3;4;63646;
4344;5;2;3;426762;
4346;5;2;3;15519.5;
12415;5;1;1;37740;
10324;5;1;1;3405;
4421;5;4;17;1475265;
10180;5;3;5;40526;
10333;5;1;1;2810;
10290;5;1;1;5732;
11553;5;3;5;82329.6;
4432;5;2;3;44918;
9979;5;4;31;1814097.5;
4436;5;3;5;82271.3;
9826;5;4;16;330354.5;
12419;5;3;6;21391.5;
4462;5;4;16;660967;
4471;5;5;56;3529134.5;
4478;5;3;6;245112.5;
4500;5;4;18;6393203.4;
4501;5;5;144;28555669;
4507;5;1;1;41660;
4520;5;3;10;631192;
4615;5;2;2;12210;
4666;5;1;1;136510;
4510;5;2;3;153110;
4523;5;1;1;295160;
4558;5;3;4;2354963;
4564;5;1;1;237732.2;
4574;5;4;17;2957002.5;
4575;5;2;2;656302;
4644;5;3;5;250497.5;
4651;5;3;6;204053.5;
4658;5;5;54;3028280;
10320;5;3;4;414540;
12289;5;2;3;14117;
12256;5;2;3;203917;
12254;5;2;2;36027.5;
12186;5;3;8;195819.5;
12185;5;3;6;231373;
12315;5;3;8;123950;
12381;5;1;1;144455;
12400;5;3;5;29135.5;
4694;5;4;30;2605189.1;
9976;5;3;7;135265.5;
11979;5;4;31;530995.5;
4734;5;5;53;1891936;
4742;5;1;1;3395;
4745;5;1;1;4620;
4747;5;3;8;192177.8;
9985;5;4;34;1511509.1;
4770;5;1;1;39960;
4775;5;5;42;1317800.9;
4784;5;1;1;12390;
4785;5;1;1;133570;
4787;5;1;1;75234;
4789;5;2;3;927194;
12378;5;1;1;302455;
4820;5;5;47;3553791.1;
10108;5;4;12;2988911;
4837;5;2;3;2066171;
4859;5;4;11;212810.2;
4879;5;1;1;3130;
11626;5;1;1;3647.5;
12067;5;2;2;12187.5;
11541;5;4;16;667973.5;
11758;5;1;1;35552.5;
4911;5;1;1;144440;
4924;5;2;3;50120.9;
4943;5;3;4;1356545;
10241;5;1;1;11746;
4948;5;3;5;61790;
4957;5;1;1;212139;
4968;5;4;14;574117;
4976;5;6;189;9726186.65;
5032;5;2;2;228920;
5037;5;1;1;17070;
11950;5;1;1;7154;
5052;5;4;11;149895.5;
5055;5;5;87;6773283.3;
9769;5;1;1;8142.5;
5073;5;2;2;75905;
5079;5;2;2;24930;
5105;5;3;6;255188.5;
5122;5;5;67;3802912.5;
5135;5;3;10;393422.3;
5153;5;4;11;446933.8;
5154;5;1;1;114891;
5161;5;3;5;928183.5;
11469;5;3;4;91595;
11539;5;2;2;61928;
5164;5;5;45;2268658.8;
10205;5;2;2;5901.2;
10042;5;3;8;199144.6;
11791;5;1;1;1200;
5184;5;1;1;13028;
5189;5;3;10;1771949;
5190;5;2;3;51801;
5192;5;3;10;214482.5;
5232;5;3;7;128071;
5234;5;1;1;240000;
5280;5;2;3;130255;
11953;5;1;1;10417.5;
5299;5;1;1;8360;
10249;5;1;1;1325871.4;
5328;5;4;13;510504.5;
11881;5;1;1;73720;
12287;5;2;3;429202;
10301;5;1;1;5701.9;
5347;5;4;18;832950.5;
5349;5;1;1;53280;
12427;5;1;1;310400;
10369;5;2;2;11073;
11429;5;3;4;31575.6;
5405;5;1;1;208810;
5420;5;4;13;1245934;
5438;5;4;25;2492847.2;
9889;5;3;8;216862;
5441;5;2;2;264969;
5448;5;3;5;1699020.5;
5474;5;2;2;77511;
5476;5;2;2;2075455;
12214;5;2;2;43035;
12175;5;2;2;70880;
12026;5;3;6;379535.5;
5499;5;4;13;919190;
5504;5;4;25;3974563.7;
5517;5;3;6;3832462.5;
5542;5;3;8;757196.5;
5554;5;5;46;2042573;
5558;5;4;15;1284071.5;
5578;5;3;4;771077;
11591;5;5;77;2104507.1;
5589;5;5;88;4638792;
10415;5;3;10;1280572.5;
12268;5;1;1;4840;
5633;5;3;6;148747;
9631;5;4;18;774670.61;
5669;5;1;1;7551;
5673;5;2;2;91080.5;
5700;5;3;5;75460;
5711;5;4;33;1227315.7;
5748;5;1;1;3228;
5753;5;3;4;234382.5;
11282;5;6;220;7817945.6;
12266;5;1;1;149476.5;
5825;5;3;8;732713.5;
5827;5;4;25;6820162;
5831;5;3;5;427369;
5843;5;3;10;588975;
5882;5;2;3;63617;
5893;5;3;6;233496;
5903;5;3;7;64137.5;
11556;5;1;1;10914.5;
12316;5;1;1;11690;
5975;5;1;1;113830;
6000;5;2;3;136282.16;
6038;5;3;10;80555;
5926;5;2;3;10559;
5944;5;3;4;98334.5;
5945;5;4;16;551684.7;
5955;5;2;3;125744;
5979;5;1;1;60996;
11918;5;2;2;97255;
5986;5;3;8;396901;
12438;5;1;1;2811;
5990;5;4;23;1855188.5;
6001;5;3;5;65008.5;
11532;5;3;4;42931;
6007;5;3;9;737621;
6011;5;3;5;201290;
12110;5;1;1;310315;
6034;5;3;4;112698;
6090;5;2;2;52593.04;
6093;5;2;3;130514;
9917;5;3;10;300419.9;
11232;5;1;1;53940;
6157;5;4;14;2717121.5;
6183;5;2;3;23704.5;
6189;5;3;5;213629.5;
10277;5;1;1;7170;
12296;5;1;1;4270;
9892;5;5;45;576857;
6198;5;2;2;11850;
6208;5;3;4;233284;
6260;5;2;2;14750;
6267;5;2;3;26583;
12174;5;2;2;31158;
12135;5;1;1;5204;
10199;5;3;6;246903;
10330;5;3;6;128199;
6298;5;3;5;290423.5;
6324;5;1;1;25237.5;
6328;5;4;33;6926292.2;
10140;5;1;1;14680;
9968;5;2;2;364964;
6352;5;4;17;10551181;
6356;5;3;7;106789.2;
9896;5;1;1;48464.5;
6364;5;2;3;74745;
6369;5;2;3;391024;
6371;5;3;9;250123;
6375;5;1;1;40633;
10067;5;4;19;198315;
11565;5;1;1;6380;
9864;5;4;24;1058697.5;
6383;5;2;3;434110;
12341;5;1;1;78840;
9793;5;4;11;283452;
6417;5;4;11;217389;
6418;5;3;10;37673.5;
6443;5;2;2;11355;
6445;5;4;22;632837;
10334;5;2;2;194099;
6455;5;4;37;3693399.24;
11285;5;1;1;138524;
9670;5;1;1;179986;
12224;5;1;1;4457;
6468;5;1;1;7125;
6469;5;2;2;37215.5;
9900;5;1;1;118133;
6480;5;3;5;74201.7;
6504;5;1;1;4163;
11545;5;1;1;2876;
6535;5;2;3;16509;
6547;5;2;2;29697.5;
6571;5;1;1;10117;
12056;5;3;5;2347703;
6578;5;1;1;5120;
6583;5;3;7;152704.3;
6602;5;4;12;359763.5;
9651;5;2;3;210953;
6628;5;3;7;846415;
6673;5;1;1;112640;
6703;5;1;1;5655;
6727;5;3;6;709402;
6736;5;1;1;384615;
6786;5;1;1;65390;
9944;5;1;1;38080;
6793;5;4;24;93436.8;
9838;5;1;1;6600;
11386;5;4;39;1885119.5;
6807;5;1;1;478510;
10168;5;4;11;323958.1;
12260;5;1;1;13567;
6842;5;3;4;117542;
6845;5;2;2;17539;
6846;5;1;1;311487;
6851;5;1;1;357298;
12405;5;1;1;11910;
6884;5;1;1;61984;
6943;5;4;16;284840;
11949;5;1;1;39504;
6951;5;5;54;1530193.3;
6958;5;3;7;465312.5;
9941;5;2;3;67620;
11366;5;1;1;9534;
6989;5;3;5;538470.5;
7004;5;4;13;1693872.5;
9996;5;1;1;6280;
7015;5;5;60;1801989.7;
7045;5;2;3;59102.5;
10003;5;3;9;1778144.8;
7050;5;4;15;428751;
7087;5;2;2;111950;
7097;5;4;12;244202;
7106;5;2;2;191160;
9942;5;2;2;109480;
11425;5;4;11;150280;
7128;5;4;19;164153.2;
7130;5;4;11;1632970.6;
7131;5;4;29;2347671.2;
7135;5;2;3;33901.5;
7140;5;1;1;10660;
12201;5;1;1;6076;
9839;5;3;8;291582.6;
10142;5;4;38;1695709.1;
7161;5;1;1;252996.4;
7164;5;1;1;93873;
7168;5;3;6;48898;
9628;5;3;6;154168;
7176;5;5;78;5046389.27;
7185;5;5;60;452529.2;
7190;5;3;9;462304.9;
7277;5;3;8;161397;
7191;5;4;28;555272.3;
11359;5;4;24;1379030.5;
11239;5;1;1;2917.5;
7219;5;4;26;2000920.8;
7227;5;4;16;926589;
7237;5;5;82;6166945;
11883;5;3;5;52215;
9912;5;1;1;56750;
7283;5;4;39;1847194.1;
10082;5;1;1;2760;
7299;5;2;2;169284;
12236;5;1;1;38760;
9914;5;2;2;2310575;
7320;5;4;12;963195;
9729;5;1;1;6115;
10370;5;5;67;5360041.5;
7337;5;4;13;238508.3;
7338;5;1;1;2040;
7357;5;3;8;232337.3;
7358;5;2;2;60648;
7364;5;3;7;192690;
7366;5;1;1;166646;
9656;5;5;55;1297995.3;
7380;5;3;4;312205.4;
7396;5;1;1;12164;
12368;5;1;1;28260;
7402;5;4;18;265205;
7403;5;1;1;1400;
7404;5;3;9;268526.5;
7456;5;2;2;33971;
9831;5;1;1;5717.5;
7513;5;4;12;93332.3;
7517;5;4;15;193524.5;
9854;5;3;6;226221.5;
7538;5;3;9;44273.5;
7539;5;2;2;729042.5;
11548;5;2;3;210212;
7610;5;1;1;689161;
7613;5;4;13;511771.2;
7621;5;4;14;211046.9;
9650;5;5;83;6849779.5;
7642;5;1;1;7554;
12362;5;1;1;23452;
9869;5;4;14;999520.7;
7658;5;3;5;452812.5;
7680;5;3;5;552415;
7704;5;1;1;117940;
11404;5;2;3;203591;
7884;5;3;5;38197;
12059;5;2;3;74299.3;
7742;5;1;1;15744;
11420;5;2;3;260673;
7770;5;4;12;448518.7;
11865;5;1;1;3285;
10348;5;1;1;8785;
12172;5;2;2;174234;
7830;5;4;33;4343563;
12418;5;1;1;5180;
7851;5;3;4;87730.5;
7864;5;2;3;67982.5;
7882;5;4;12;147410;
12329;5;1;1;16603;
9724;5;2;3;52289.5;
7903;5;1;1;59271;
7917;5;3;6;122402.5;
11295;5;2;3;107630;
12031;5;1;1;25630;
7922;5;1;1;5206;
7925;5;3;7;1825338.5;
11154;5;2;2;194686.5;
7951;5;3;5;136311.5;
9908;5;4;26;739692;
7971;5;4;24;1062889.5;
11458;5;3;7;1708751;
7980;5;3;6;4630959.1;
12430;5;1;1;6923.5;
8048;5;3;8;217218;
11743;5;2;3;46582;
8059;5;1;1;24335;
8105;5;3;10;4768567;
11365;5;2;3;285775;
11312;5;5;50;11236964;
11809;5;1;1;2156.5;
8166;5;5;62;23444270.3;
10012;5;2;2;175297.5;
8179;5;1;1;769225;
8188;5;4;11;737707.4;
11324;5;2;3;10086.5;
8206;5;4;15;1630118;
11369;5;1;1;16130;
8220;5;3;6;126410;
11128;5;4;13;1114494.4;
11430;5;3;10;113557;
9946;5;4;35;1904306.5;
8338;5;1;1;34164;
8260;5;3;7;410512.7;
10039;5;5;67;3695787.5;
8285;5;5;94;5904498;
10377;5;3;5;184477.3;
10406;5;4;12;721772.5;
11552;5;4;14;532498.5;
8300;5;2;2;73046;
8305;5;4;18;1717575.5;
8306;5;3;9;121279.5;
11260;5;1;1;93113;
8339;5;2;2;65024;
8342;5;3;4;27116;
12377;5;1;1;85410;
8378;5;1;1;66057;
11818;5;1;1;1400;
8391;5;3;7;840091;
9737;5;1;1;11920;
8393;5;2;2;458751.5;
10055;5;3;8;935395.5;
8396;5;3;5;259096;
12199;5;1;1;8013;
8448;5;3;8;134800;
8488;5;2;2;120155;
8489;5;3;7;41687;
8512;5;1;1;5925;
8513;5;5;55;687335;
11468;5;2;2;10592.5;
12003;5;1;1;53576;
10072;5;4;39;909020.4;
10412;5;1;1;309825;
10387;5;1;1;4070;
8588;5;3;6;366509;
8591;5;2;2;66635;
8605;5;3;4;575989;
8629;5;4;38;836492.7;
11269;5;3;8;161750;
12116;5;1;1;15725.5;
12248;5;2;2;33105;
9798;5;5;107;3090538.4;
8663;5;1;1;26260;
8670;5;4;19;1943836.5;
8696;5;1;1;6295;
8702;5;1;1;66627.5;
10009;5;2;2;19015;
11225;5;1;1;8766.6;
12021;5;1;1;1920;
8738;5;2;2;11638.5;
11984;5;1;1;36565;
11924;5;1;1;44850;
11747;5;3;10;229968.6;
8809;5;4;33;875796;
8817;5;4;15;603143;
9936;5;3;4;53528;
8823;5;1;1;280700;
10177;5;4;23;676102.5;
8839;5;3;6;77924;
11928;5;2;2;71695;
8864;5;1;1;88857;
11434;5;4;20;848411.5;
11477;5;5;57;3299030.5;
11284;5;1;1;70124.5;
8874;5;2;3;293179;
8889;5;2;2;33093;
8891;5;3;8;29168;
8898;5;2;3;538135.5;
8895;5;1;1;8032;
8900;5;3;5;441857;
8901;5;1;1;18081;
8902;5;4;11;712737;
8907;5;2;3;497375;
11542;5;1;1;2050;
8920;5;3;6;142004;
8947;5;1;1;1599;
10350;5;2;2;17889;
8948;5;2;3;92286;
8950;5;4;20;1180835.8;
8960;5;5;95;6574634.1;
10385;5;2;2;212607.5;
11212;5;3;9;96977.5;
3715;5;1;1;1589;
9046;5;1;1;565185;
9047;5;5;131;8597384.6;
9070;5;4;16;417153.5;
11822;5;1;1;5770;
9103;5;4;24;431339.9;
9134;5;4;18;58294.5;
9175;5;3;4;186343;
9828;5;4;18;1843340.6;
10030;5;4;21;681347;
9215;5;1;1;340136;
9261;5;3;8;165110;
9264;5;1;1;3016;
9265;5;4;37;658224.4;
9266;5;2;2;6838.5;
9289;5;1;1;60484;
9330;5;4;30;3834961.5;
9342;5;2;3;231120;
9399;5;3;4;387822.5;
9380;5;3;4;686565;
9382;5;4;16;192084.5;
9415;5;2;2;40270;
9436;5;4;33;886358.95;
9448;5;3;5;2672392;
9490;5;4;16;1191842;
10335;5;4;40;5083222;
11243;5;1;1;21636;
10339;5;5;49;1926298.25;
12348;5;1;1;12902;
