client_activity_id;unit_id;year_id;group_id;expense_invoices;sales;note
102;635;1;3;9;2351374.19;
103;641;1;3;5;842242.4;
104;642;1;4;12;312784.99;
105;645;1;1;1;94800;
106;650;1;4;11;437126.99;
107;651;1;3;6;73340.5;
108;653;1;2;3;67390.2;
109;654;1;2;2;285593.5;
110;657;1;4;33;1143876.9;
111;658;1;4;13;1651382.79;
112;660;1;4;29;5047346.06;
113;663;1;4;20;620391.7;
114;673;1;1;1;16840;
115;676;1;4;13;89295.95;
116;697;1;3;6;2250575;
117;703;1;5;49;379444.19;
118;705;1;4;22;909281.26;
119;714;1;4;20;569783.9;
120;720;1;1;1;63817.5;
121;726;1;1;1;185330;
122;751;1;2;3;352129.5;
123;752;1;5;93;1546259.99;
124;761;1;1;1;11610;
125;775;1;3;5;29038;
126;778;1;1;1;94550;
127;786;1;1;1;10940;
128;818;1;5;42;4079829.09;
129;822;1;5;82;3125880.14;
130;832;1;1;1;112520;
131;851;1;4;11;497387.21;
132;893;1;4;21;7099008.84;
133;903;1;5;42;10759145.56;
134;905;1;4;15;1018249.46;
135;910;1;4;19;170830.13;
136;917;1;4;11;67200.5;
137;925;1;2;3;211913;
138;943;1;3;5;50470.1;
139;954;1;1;1;13392.49;
140;956;1;3;5;1453140.3;
141;958;1;3;7;3707148.61;
142;975;1;3;4;31145.5;
143;981;1;3;4;1153472.5;
144;983;1;4;12;5240869;
145;1001;1;1;1;12980;
146;1006;1;2;3;19090;
147;1009;1;4;12;344443.51;
148;1010;1;1;1;91098;
149;1012;1;3;6;16497;
150;1015;1;3;9;179329.2;
151;1016;1;4;39;7546437.72;
152;1026;1;3;6;62610;
153;1028;1;2;2;3600;
154;1048;1;2;2;45790;
155;1055;1;1;1;16500;
156;1069;1;2;3;249122;
157;1085;1;1;1;10516;
158;1104;1;1;1;29823;
159;1108;1;2;3;28519;
160;1122;1;4;17;50976.5;
161;1140;1;2;3;465499;
162;1143;1;4;22;1362574.53;
163;1145;1;1;1;1800;
164;1153;1;4;20;145172.89;
165;1160;1;4;38;2063292.86;
166;1161;1;5;52;2608418.21;
167;1164;1;4;37;4657958.97;
168;1166;1;1;1;271656;
169;1169;1;3;6;150874;
170;1174;1;1;1;129245;
171;1178;1;2;2;523863;
172;1183;1;1;1;69306;
173;1189;1;2;2;15279.6;
174;1194;1;2;2;4016.4;
175;1209;1;3;5;186144;
176;1211;1;4;12;59400;
177;1214;1;5;42;900846.05;
178;1224;1;4;27;9621323.26;
179;1232;1;4;12;307858.99;
180;1242;1;5;54;1552468.51;
181;1256;1;3;4;39679.69;
182;1258;1;4;19;1091770;
183;1260;1;3;4;1874341;
184;1261;1;1;1;64369.15;
185;1263;1;2;2;2530;
186;1268;1;2;2;121710;
187;1282;1;5;107;4495550.23;
188;1286;1;1;1;124098;
189;1303;1;1;1;15965;
190;1305;1;1;1;37760;
191;1310;1;4;15;3162409;
192;1320;1;2;2;16857.5;
193;1329;1;4;20;1128705.38;
194;1332;1;2;3;60316;
195;1350;1;4;34;320808.3;
196;1351;1;1;1;156366;
197;1356;1;1;1;2275;
198;11806;1;2;3;1354522.96;
199;1363;1;3;9;73321.7;
200;1365;1;5;54;1887934.1;
201;1370;1;2;2;60309;
202;1371;1;4;12;53559.7;
203;1380;1;1;1;26520;
204;1385;1;3;4;68300;
205;1386;1;3;6;201652;
206;1395;1;2;2;53065;
207;1400;1;2;3;958791;
208;1405;1;4;16;73490.3;
209;1413;1;2;3;102916;
210;1427;1;1;1;114080;
211;1435;1;2;2;6435;
212;1463;1;1;1;1183;
213;1486;1;4;19;4707955.74;
214;1499;1;1;1;32120;
215;1506;1;1;1;8563;
216;1514;1;2;3;55808;
217;1515;1;1;1;42852.5;
218;1528;1;2;2;51994;
219;1547;1;5;42;570196.9;
220;1549;1;2;3;279254;
221;1558;1;1;1;13895;
222;1579;1;1;1;14695;
223;1580;1;5;41;1094123.09;
224;1589;1;1;1;6773;
225;1594;1;2;2;16114;
226;1598;1;2;3;22393;
227;1601;1;1;1;40159;
228;1603;1;1;1;11922;
229;1617;1;1;1;30940;
230;1620;1;1;1;22720.18;
231;1640;1;1;1;35460;
232;1645;1;2;2;117111;
233;1651;1;2;3;90543.99;
234;1657;1;3;4;170217;
235;1660;1;1;1;51170;
236;1662;1;4;35;637869.5;
237;1664;1;1;1;3112.5;
238;1670;1;2;2;283334.5;
239;1676;1;3;9;146740.01;
240;1679;1;1;1;34413;
241;1680;1;2;2;14644;
242;1682;1;1;1;131900;
243;1683;1;1;1;46575;
244;1691;1;2;3;77005;
245;1698;1;3;6;223822;
246;1700;1;2;2;65790;
247;1711;1;1;1;72782;
248;1733;1;3;4;32504;
249;1745;1;2;3;83393;
250;11807;1;4;12;2909922.03;
251;1760;1;1;1;16235.6;
252;1767;1;2;2;99560;
253;1773;1;1;1;5520;
254;1785;1;4;12;14850;
255;1786;1;3;4;16940;
256;1823;1;1;1;5805;
257;1833;1;2;3;207615;
258;1842;1;2;2;99283;
259;1843;1;3;4;7956.1;
260;1847;1;4;12;76536;
261;1856;1;1;1;128897;
262;1866;1;3;8;136615;
263;1875;1;3;9;367087.5;
264;1876;1;3;8;185992;
265;1883;1;1;1;1840;
266;1887;1;1;1;12410;
267;1913;1;4;27;1115062.65;
268;1922;1;4;20;1069140.49;
269;1944;1;1;1;5564;
270;1957;1;1;1;12100;
271;1960;1;4;19;816830.2;
272;1980;1;4;22;2240282.01;
273;1987;1;1;1;1296;
274;2002;1;2;3;30149.26;
275;2005;1;1;1;16754.03;
276;2009;1;3;6;85512;
277;2016;1;4;13;3599204.52;
278;2027;1;2;2;6866;
279;2029;1;2;3;417346;
280;2033;1;1;1;77275;
281;2047;1;4;16;124940.9;
282;2053;1;4;17;685721.5;
283;2060;1;2;3;43780.11;
284;2062;1;3;4;185473.5;
285;2067;1;1;1;12492;
286;2073;1;1;1;12021;
287;2075;1;2;3;346105;
288;2083;1;3;6;294814;
289;2084;1;3;5;1500;
290;2085;1;3;7;111830;
291;2086;1;3;7;864117;
292;2088;1;1;1;5867;
293;2093;1;1;1;4535;
294;2095;1;2;2;488497.5;
295;2097;1;1;1;94490;
296;2102;1;4;11;741588.99;
297;2111;1;2;2;46537;
298;2117;1;1;1;30800;
299;2130;1;2;3;76385;
300;2133;1;3;7;39990;
301;2139;1;2;2;409618.01;
302;2135;1;2;3;1319265.5;
303;2136;1;2;2;597190;
304;2137;1;2;3;757119.29;
305;2138;1;4;27;852379.9;
306;2128;1;2;2;26895;
307;2144;1;3;10;661493;
308;2145;1;2;3;154362;
309;2146;1;4;23;2089436.29;
310;2162;1;1;1;23749;
311;2167;1;3;6;1691612;
312;2170;1;3;4;73008.5;
313;2179;1;2;2;135625;
314;2182;1;3;9;189777;
315;2186;1;1;1;4668;
316;2200;1;2;3;205074.1;
317;2201;1;1;1;20481;
318;2220;1;3;6;160011.12;
319;2221;1;3;7;1417376.13;
320;2227;1;1;1;80127;
321;2232;1;1;1;695100.7;
322;2240;1;1;1;118560;
323;2242;1;2;3;85683.6;
324;2264;1;2;2;84836;
325;2265;1;3;8;340102;
326;2267;1;4;28;1856597.1;
327;2280;1;1;1;6383;
328;2332;1;1;1;60000;
329;2333;1;2;2;53993;
330;10491;1;3;6;100531;
331;10457;1;5;80;4163907.16;
332;2353;1;1;1;15552;
333;2355;1;1;1;743535;
334;2396;1;5;85;3553104.6;
335;2412;1;2;3;6362.9;
336;2415;1;5;49;1309289.58;
337;2425;1;3;7;357425.5;
338;2426;1;4;18;771652.33;
339;2446;1;1;1;16902;
340;2467;1;4;12;479978;
341;2504;1;2;2;237933;
342;2532;1;1;1;6343;
343;2536;1;1;1;13100;
344;2541;1;1;1;19054.01;
345;2548;1;3;6;575535.58;
346;2550;1;4;32;981787.14;
347;2557;1;3;4;575015;
348;2560;1;5;93;1402191.41;
349;2569;1;2;3;352311;
350;2575;1;3;6;45005;
351;2585;1;3;9;95411.5;
352;2586;1;3;4;20615;
353;2588;1;3;8;73511;
354;2589;1;4;23;704921.44;
355;2592;1;2;2;269353;
356;2599;1;3;6;66190.3;
357;2612;1;2;3;1082178.8;
358;2624;1;4;24;1897284.5;
359;2654;1;1;1;5685;
360;2677;1;3;5;2346620.9;
361;2692;1;4;35;26367883.51;
362;2693;1;3;5;934442.7;
363;2694;1;4;13;306122.88;
364;2698;1;3;5;1041114.11;
365;2717;1;1;1;29470;
366;2718;1;1;1;9460;
367;2720;1;1;1;124125;
368;2721;1;3;10;1051734.5;
369;2726;1;1;1;3320;
370;2728;1;2;3;668160;
371;2735;1;2;2;51937.99;
372;2736;1;1;1;42760;
373;2668;1;1;1;3740;
374;2738;1;1;1;64558;
375;2739;1;2;3;160405;
376;2748;1;4;13;216502.5;
377;2760;1;3;4;134755;
378;2770;1;1;1;11628;
379;2785;1;2;3;1386315.5;
380;2797;1;3;6;1500;
381;2800;1;2;2;64148.2;
382;2812;1;4;37;4932225.31;
383;2829;1;2;2;44080;
384;2838;1;1;1;11750;
385;2843;1;3;5;119624.99;
386;2861;1;4;26;1052466.4;
387;2863;1;3;5;15214;
388;2894;1;2;2;15194.6;
389;1977;1;1;1;11850;
390;2916;1;3;9;445195.5;
391;2928;1;3;7;115885.09;
392;2939;1;2;3;16039.01;
393;2950;1;4;21;3241710.6;
394;2955;1;2;2;46418;
395;2981;1;1;1;20865;
396;2983;1;3;7;385123.6;
397;2989;1;1;1;13010;
398;2995;1;1;1;1052.2;
399;3009;1;2;2;124365;
400;3024;1;2;3;98690;
401;3029;1;1;1;34485;
402;3027;1;2;3;116121;
403;3032;1;4;31;287853.5;
404;3033;1;4;31;2062259.9;
405;3036;1;5;93;10352035.11;
406;3042;1;3;8;121353.25;
407;3048;1;2;3;2395125.2;
408;3050;1;1;1;57000;
409;3052;1;2;2;2280;
410;3067;1;1;1;2125;
411;3068;1;2;2;54817.5;
412;3080;1;1;1;4874;
413;3082;1;3;6;4161407;
414;3085;1;4;14;522006;
415;3095;1;3;4;914253.83;
416;3097;1;2;3;109675.01;
417;3109;1;4;11;153061.5;
418;3118;1;3;6;569416.6;
419;3123;1;4;16;1352437.8;
420;3124;1;4;13;935840.4;
421;3139;1;3;4;120729.5;
422;3142;1;1;1;1344;
423;3159;1;4;11;121794;
424;3174;1;4;13;2905254.13;
425;3178;1;2;2;4710;
426;3195;1;1;1;48315;
427;3204;1;1;1;71200;
428;3212;1;3;6;188993.4;
429;3213;1;2;3;212104.5;
430;3216;1;4;13;526276.99;
431;3226;1;1;1;24480;
432;3230;1;2;2;7972;
433;3248;1;1;1;60750;
434;3255;1;2;3;88597.5;
435;3262;1;2;2;766596;
436;3264;1;4;19;721813.9;
437;3267;1;5;66;9449142.6;
438;3268;1;3;7;828186.4;
439;3270;1;1;1;13475;
440;3281;1;4;31;14448971.07;
441;3294;1;2;2;173623;
442;3296;1;1;1;1275;
443;3298;1;2;3;33675;
444;3306;1;1;1;6745;
445;3310;1;1;1;129378;
446;3317;1;3;5;29658.4;
447;3321;1;3;7;809266;
448;3327;1;1;1;149620;
449;3334;1;1;1;3406;
450;3339;1;2;3;166754;
451;3348;1;3;8;372700.1;
452;3358;1;4;12;112048.2;
453;3364;1;4;13;621873.25;
454;3365;1;3;9;589747;
455;3367;1;3;10;364820;
456;3370;1;1;1;3963.6;
457;3374;1;3;4;126801.5;
458;3385;1;4;19;11027115.8;
459;3389;1;2;3;20538;
460;3417;1;1;1;4720.01;
461;3421;1;1;1;4293;
462;3438;1;2;2;90430;
463;3452;1;1;1;226100;
464;3458;1;3;7;150544;
465;3490;1;1;1;760380;
466;3500;1;1;1;161780;
467;3572;1;4;15;73450;
468;3573;1;4;15;257027.52;
469;11808;1;2;3;424884.19;
470;3576;1;1;1;1979;
471;3588;1;1;1;3020;
472;3590;1;1;1;34405;
473;3597;1;2;3;8839;
474;3602;1;1;1;188462;
475;3607;1;1;1;235422;
476;3634;1;4;13;1960959.5;
477;3638;1;4;23;646317.21;
478;3639;1;4;17;665094.49;
479;3655;1;2;2;405750;
480;3657;1;1;1;7670;
481;3658;1;3;9;1126251;
482;3663;1;4;14;943572.88;
483;3666;1;1;1;8793;
484;3679;1;1;1;12345;
485;3683;1;3;7;158883;
486;11265;1;4;13;507393;
487;3695;1;2;3;38325.26;
488;3696;1;2;2;140780;
489;3697;1;1;1;44235;
490;3703;1;3;4;74337.5;
491;3707;1;3;5;206694;
492;3715;1;2;2;40005;
493;3717;1;4;25;9958007.3;
494;3718;1;5;50;6761870.59;
495;3746;1;2;2;63650;
496;3755;1;1;1;74504;
497;3779;1;2;3;69369;
498;3783;1;1;1;14350;
499;3793;1;4;13;5682470.41;
500;3798;1;3;6;6950.9;
501;3816;1;4;15;1037699.9;
502;3821;1;1;1;50400;
503;3826;1;5;75;3044432.2;
504;3828;1;1;1;20331;
505;3842;1;1;1;100368;
506;3855;1;1;1;4250;
507;3865;1;2;2;2655;
508;3870;1;2;3;231174;
509;3871;1;2;2;99800;
510;3873;1;3;4;59816.8;
511;3878;1;2;2;165425;
512;3883;1;1;1;7055;
513;3897;1;3;9;786723.65;
514;3898;1;2;3;171714;
515;3917;1;5;128;6885510.08;
516;3938;1;3;8;199598;
517;3940;1;5;67;1570017.85;
518;3942;1;3;10;109371.5;
519;3947;1;4;36;119711.7;
520;3951;1;1;1;2000;
521;3952;1;3;10;6515190.47;
522;3958;1;3;10;62111;
523;3960;1;5;102;6221351.14;
524;3966;1;1;1;4600.5;
525;3975;1;1;1;1060;
526;3979;1;5;77;2240140.01;
527;3992;1;4;32;919767.37;
528;3997;1;3;4;720867;
529;3998;1;4;18;1828593.5;
530;4003;1;1;1;37620;
531;4024;1;1;1;66286;
532;4033;1;1;1;2709.2;
533;4040;1;1;1;35916;
534;4041;1;2;2;74896;
535;4042;1;2;3;110487.5;
536;4049;1;4;36;1890103.75;
537;4057;1;3;7;220052;
538;4066;1;1;1;552053;
539;4077;1;2;2;337183.8;
540;4085;1;4;20;4447496;
541;4086;1;1;1;7631;
542;4120;1;3;5;1017886.8;
543;4132;1;1;1;5232;
544;4158;1;4;18;1286678.65;
545;4163;1;1;1;16160;
546;4165;1;4;12;1817244.49;
547;4172;1;2;2;46468;
548;4174;1;4;24;282561.26;
549;11809;1;2;3;123348;
550;4198;1;2;2;7693.5;
551;4199;1;4;22;396442.28;
552;4202;1;5;65;9181967.1;
553;4216;1;2;2;213515;
554;4217;1;3;4;22185.5;
555;4224;1;1;1;5600;
556;4232;1;3;10;456945.52;
557;4245;1;1;1;1610;
558;4247;1;1;1;9780;
559;4250;1;2;2;18480;
560;4255;1;1;1;32109.44;
561;4260;1;2;2;14970;
562;4264;1;2;2;7795;
563;4268;1;2;2;13260;
564;4292;1;1;1;11316;
565;4302;1;4;31;311315;
566;4304;1;3;10;1108634;
567;4317;1;2;2;541478.4;
568;4329;1;2;2;133220;
569;4330;1;3;6;273295;
570;4344;1;5;58;1080147.8;
571;4346;1;2;2;1126986;
572;4354;1;1;1;250971;
573;4365;1;3;6;905521.9;
574;4394;1;3;7;346885.5;
575;4400;1;1;1;50419;
576;4421;1;4;23;1032155;
577;4436;1;4;16;551063;
578;4439;1;1;1;356506;
579;4445;1;4;21;244315.5;
580;4453;1;1;1;16800;
581;4462;1;5;58;664162.48;
582;4464;1;4;12;469308;
583;4468;1;5;69;1226914.38;
584;4471;1;4;18;1193677.4;
585;4474;1;2;2;261234.3;
586;4478;1;4;14;250256.99;
587;4491;1;1;1;1872;
588;4500;1;5;43;12255096.14;
589;4501;1;5;127;17846033.62;
590;4509;1;2;3;852554;
591;4510;1;3;7;274972.5;
592;4520;1;1;1;35905.5;
593;4523;1;2;2;610445.2;
594;4536;1;1;1;2540;
595;4555;1;4;25;1660368.51;
596;4558;1;3;7;1046861.59;
597;4564;1;1;1;432757;
598;4567;1;1;1;2035;
599;4574;1;3;10;137881.5;
600;4575;1;2;2;16805;
601;4581;1;2;2;400169.6;
602;4582;1;4;35;917620.99;
603;4584;1;3;6;187986.99;
604;4586;1;2;2;16560;
605;4594;1;4;16;1099248.7;
606;4596;1;2;3;112150;
607;4598;1;1;1;12600;
608;4609;1;4;16;343266.3;
609;4617;1;2;2;45509.25;
610;4637;1;1;1;10440;
611;4638;1;5;61;1243451.4;
612;4643;1;2;3;13183;
613;4644;1;3;5;57897.21;
614;4647;1;1;1;120230;
615;4649;1;2;3;798765.5;
616;4651;1;4;23;1886455;
617;4653;1;2;3;59273.8;
618;4658;1;5;94;1240436.38;
619;4661;1;4;15;94525.97;
620;4666;1;4;15;3796603;
621;4672;1;2;2;16078.07;
622;4674;1;1;1;15017.5;
623;4675;1;1;1;12598.5;
624;4676;1;3;6;206288;
625;4685;1;1;1;194484.5;
626;4687;1;3;4;169647;
627;4694;1;4;25;1564010.5;
628;4695;1;4;17;487694.79;
629;4696;1;2;2;170102;
630;4725;1;1;1;38052;
631;4731;1;1;1;216432;
632;4734;1;4;40;624029.7;
633;4742;1;4;25;965054.3;
634;4743;1;1;1;42300;
635;4747;1;4;37;1958044.19;
636;4759;1;4;22;1138717.5;
637;4765;1;1;1;11527.1;
638;4774;1;2;3;230549;
639;4775;1;5;53;3005179.68;
640;4783;1;2;2;353916;
641;4784;1;2;3;14383;
642;4785;1;3;5;228169.8;
643;4803;1;1;1;41285;
644;4826;1;1;1;179070;
645;4832;1;1;1;239850;
646;4837;1;4;24;1986818.35;
647;4839;1;2;3;19527;
648;4840;1;2;2;13336;
649;4846;1;2;2;23492.5;
650;4847;1;4;11;1095808.9;
651;4849;1;2;2;207279;
652;4853;1;3;8;1075416.7;
653;4856;1;3;5;94389;
654;4859;1;4;34;1729385.92;
655;4861;1;1;1;525577;
656;4870;1;2;2;16430;
657;4879;1;1;1;6000;
658;4887;1;1;1;1350;
659;4893;1;3;4;581503.99;
660;4909;1;1;1;84363;
661;4911;1;3;5;24005;
662;4924;1;3;9;467900.5;
663;4926;1;2;2;22015.01;
664;4943;1;1;1;74719.01;
665;4949;1;1;1;178000;
666;4951;1;2;3;562710;
667;4957;1;3;4;68935.8;
668;4150;1;3;4;68457.36;
669;4977;1;6;266;8458337.43;
670;4990;1;4;21;1070145.39;
671;5020;1;1;1;4330.2;
672;5026;1;1;1;48933.5;
673;5032;1;2;3;103746;
674;5037;1;4;11;555133;
675;5042;1;2;2;11703.5;
676;5053;1;1;1;4040;
677;5055;1;5;105;12437094.53;
678;5067;1;4;12;35100;
679;5073;1;1;1;25180;
680;5079;1;2;2;24860;
681;5097;1;1;1;13920;
682;5109;1;2;3;177527.8;
683;5112;1;1;1;1620;
684;5122;1;5;92;1620230.48;
685;5124;1;3;10;3931737.5;
686;5130;1;1;1;2865;
687;5135;1;4;19;1835153.7;
688;5146;1;1;1;10215;
689;5148;1;2;3;55705;
690;5153;1;4;37;452689.87;
691;5154;1;4;26;1711509.99;
692;5160;1;1;1;1575;
693;5161;1;3;6;537259;
694;5164;1;4;29;1508279.98;
695;5189;1;4;19;8750424.2;
696;5190;1;4;14;543531.11;
697;5192;1;5;50;8684235.73;
698;5194;1;1;1;36511.5;
699;5229;1;2;2;1336400;
700;5234;1;1;1;319800;
701;5232;1;4;39;638585.64;
702;5245;1;1;1;14702.5;
703;5252;1;1;1;101595;
704;5274;1;1;1;21700;
705;5284;1;1;1;31500;
706;5293;1;1;1;72220;
707;5327;1;1;1;5098.5;
708;5328;1;4;17;421239;
709;5332;1;1;1;10440;
710;5342;1;4;31;726592.49;
711;5344;1;3;7;645578.5;
712;5347;1;3;8;281371.68;
713;5349;1;3;9;1925220.99;
714;5351;1;1;1;77548.5;
715;5368;1;2;2;201734;
716;5380;1;3;4;470891;
717;5405;1;3;9;2684954;
718;5420;1;3;4;205933;
719;5433;1;2;3;5120.5;
720;5438;1;4;15;1734751.4;
721;5441;1;3;6;2807171;
722;5442;1;2;3;192004.5;
723;5445;1;3;6;74831.51;
724;5448;1;2;2;20503.8;
725;5474;1;3;7;110727.2;
726;5499;1;4;22;1436619;
727;5504;1;4;32;5405930.9;
728;5507;1;2;3;41018.6;
729;5512;1;3;5;485014;
730;5515;1;1;1;156975;
731;5516;1;1;1;44126.4;
732;5517;1;3;9;6291848.9;
733;5518;1;2;2;90723;
734;5521;1;4;31;2116225.39;
735;5524;1;3;7;834930.6;
736;5542;1;4;23;1155310.5;
737;5544;1;1;1;6190.01;
738;5554;1;4;30;917301.03;
739;5558;1;3;5;1207129.5;
740;5576;1;4;12;56284.8;
741;11678;1;2;3;661458;
742;5589;1;5;128;6890075.1;
743;5606;1;5;51;5395891.1;
744;5610;1;2;3;115178.5;
745;5614;1;1;1;21723.5;
746;5632;1;2;3;184883.4;
747;5633;1;4;14;738001;
748;5637;1;3;4;17600.4;
749;5656;1;4;15;2561331;
750;5658;1;2;2;69801.6;
751;5673;1;3;7;549389;
752;5677;1;3;5;33218;
753;5678;1;3;4;378902;
754;5689;1;1;1;11580;
755;5690;1;1;1;4275;
756;5692;1;1;1;6660;
757;5700;1;1;1;6340;
758;5708;1;1;1;1485;
759;5711;1;4;11;3598732;
760;5740;1;3;5;46270;
761;5748;1;2;2;4140;
762;5768;1;3;4;812152;
763;5769;1;1;1;113100;
764;5807;1;1;1;37080;
765;5825;1;3;10;526553.5;
766;5826;1;2;2;79003;
767;5831;1;3;9;459384.5;
768;5843;1;4;15;649564;
769;5855;1;2;3;10585;
770;5860;1;1;1;12285;
771;5880;1;2;2;887389;
772;5882;1;4;11;870721.13;
773;5893;1;4;37;2562315.2;
774;5898;1;2;2;21870;
775;5903;1;4;19;313151.7;
776;5906;1;3;4;105757;
777;5932;1;4;13;326961.2;
778;5944;1;3;7;186679.26;
779;5945;1;3;7;493884;
780;5958;1;1;1;6951.2;
781;5975;1;2;2;716080;
782;5979;1;3;5;974674;
783;5986;1;3;4;57546;
784;5990;1;3;8;652765;
785;6000;1;2;3;85451;
786;6007;1;4;15;235102.5;
787;6011;1;4;11;514748.51;
788;6032;1;2;2;17750;
789;6038;1;4;31;1494920.7;
790;6056;1;3;4;1514935.5;
791;6064;1;1;1;18155;
792;6067;1;3;8;88131;
793;6069;1;2;2;14795;
794;6083;1;4;34;8718518.62;
795;6088;1;1;1;30486.16;
796;6089;1;1;1;35594;
797;6090;1;1;1;13416;
798;6099;1;1;1;1039.5;
799;6113;1;1;1;42315;
800;6145;1;2;2;20959;
801;6157;1;2;2;103559;
802;6160;1;2;2;87885;
803;6166;1;2;2;443948;
804;6177;1;1;1;58084;
805;6179;1;1;1;4444;
806;6187;1;1;1;17120;
807;6188;1;3;4;343045;
808;6189;1;4;28;3466151.17;
809;6191;1;4;18;1397119.36;
810;6198;1;4;24;293818.6;
811;6203;1;1;1;32480;
812;6208;1;2;3;113955;
813;6211;1;3;4;1109672.2;
814;6245;1;1;1;36380;
815;6246;1;1;1;93412.01;
816;6260;1;3;4;27673;
817;6267;1;3;5;12666.7;
818;6269;1;2;2;1211336.01;
819;6286;1;2;2;52931.2;
820;6288;1;3;4;1908342;
821;6295;1;2;2;38217.5;
822;6296;1;3;8;115694.32;
823;6303;1;1;1;12000;
824;6312;1;1;1;60258;
825;6313;1;1;1;16060;
826;6324;1;2;3;7508;
827;6328;1;5;50;5983854.26;
828;6329;1;3;9;224875.5;
829;6349;1;1;1;26940;
830;6356;1;4;15;616780.09;
831;6364;1;4;14;113502.51;
832;6371;1;5;56;532608.5;
833;6375;1;3;9;215339.5;
834;6383;1;3;10;2973198.5;
835;6384;1;2;3;171688;
836;6388;1;3;4;245815.5;
837;6391;1;3;7;22770;
838;6395;1;2;3;112683;
839;6415;1;4;17;261417.49;
840;6417;1;3;10;1474507.7;
841;6418;1;3;9;12570.5;
842;6428;1;1;1;18290;
843;6443;1;2;2;95755;
844;6445;1;4;22;257136;
845;6449;1;2;3;15330;
846;6455;1;5;87;10122886.52;
847;6468;1;2;3;17366.5;
848;6469;1;2;2;12694.5;
849;6475;1;1;1;56548;
850;6477;1;2;2;165727.5;
851;6480;1;1;1;5025;
852;6496;1;4;12;149220;
853;6510;1;1;1;15431;
854;6535;1;3;9;40899.5;
855;6547;1;2;3;35340;
856;6571;1;4;18;596801.6;
857;6574;1;4;31;1083452.4;
858;6578;1;4;11;494009;
859;6583;1;5;129;2113547.17;
860;6602;1;4;15;844519.49;
861;6628;1;4;13;1227147.9;
862;6633;1;1;1;9120;
863;6636;1;4;12;311540.3;
864;6637;1;1;1;6865;
865;6644;1;2;3;52281;
866;6648;1;2;3;370604;
867;6654;1;2;2;84945.5;
868;6668;1;5;55;944757.5;
869;6671;1;3;4;34314.49;
870;6673;1;1;1;92610;
871;6680;1;1;1;35066.5;
872;6685;1;1;1;52075;
873;6686;1;2;2;40494.25;
