unit_id;year_id;group_id;expense_invoices;sales;note
12262;5;1;1;15800;
12294;5;1;1;83710;
9787;5;1;1;980;
1733;5;2;2;18850;
1745;5;1;1;8483;
11229;5;1;1;1453.5;
1767;5;3;4;124844.1;
11500;5;2;3;106418.5;
11519;5;1;1;139860;
1785;5;4;14;78354;
12093;5;2;3;108054;
1823;5;1;1;9580;
11559;5;2;2;118770.35;
10105;5;4;28;1601703.6;
1843;5;3;7;86501;
1863;5;4;19;1176660.5;
1864;5;3;4;154962.2;
9962;5;2;3;133088.5;
11723;5;3;8;738246.5;
11683;5;1;1;20671;
1957;5;2;3;95251.5;
11913;5;3;4;67625.5;
1980;5;4;14;390490;
11205;5;3;10;161319.5;
11641;5;1;1;610;
2009;5;2;2;232353;
12083;5;1;1;91250;
2016;5;3;8;481255.5;
2053;5;2;3;202367.5;
11785;5;3;5;103893.5;
10186;5;2;2;43720;
10158;5;1;1;42734;
10208;5;2;2;141169;
12101;5;1;1;36412;
12312;5;1;1;10636;
2075;5;1;1;129480;
2083;5;1;1;37183;
2085;5;2;3;32660;
2102;5;2;3;166127;
2106;5;3;7;777423;
2095;5;4;11;1109440;
2133;5;2;3;38080;
2144;5;3;4;203621;
2146;5;4;31;2453449.6;
2167;5;2;3;215377.5;
2170;5;2;3;286104;
11244;5;1;1;157.8;
2183;5;2;3;190534;
2200;5;3;8;2315369;
2220;5;3;6;284219.5;
2237;5;4;12;1479476;
2240;5;2;2;18845;
2267;5;4;34;1610078.9;
2303;5;1;1;288125;
2346;5;2;2;38015.2;
11400;5;2;3;45240;
3575;5;2;3;42768.5;
2139;5;4;13;404257.5;
2142;5;1;1;6651.5;
11220;5;2;3;126199.4;
11508;5;1;1;4313;
11363;5;2;3;113846;
11611;5;1;1;451835;
10074;5;2;3;21965.5;
2396;5;4;26;1631574.62;
2409;5;3;7;24097.5;
2426;5;4;34;1027156;
2432;5;2;2;145474;
2467;5;3;6;289877;
10400;5;1;1;12490;
2504;5;1;1;52397.5;
10242;5;3;5;240992;
11450;5;2;3;15240;
10117;5;1;1;2780.3;
2548;5;3;4;300220;
2550;5;4;12;253625;
10200;5;4;17;3304918.5;
2564;5;2;2;360839.5;
2585;5;4;11;141200.5;
10390;5;1;1;9965;
11521;5;1;1;9731;
10391;5;3;6;378128;
2624;5;3;6;896950.5;
11535;5;3;8;434963.6;
10157;5;2;2;7810;
12285;5;1;1;294920;
11782;5;1;1;242640;
11528;5;1;1;8734;
11707;5;1;1;2043;
11854;5;2;3;51430;
11533;5;2;3;354509.5;
12131;5;1;1;29640;
10144;5;1;1;30360;
12027;5;3;4;57409;
11525;5;1;1;8615;
2657;5;1;1;283874;
10318;5;2;3;102088;
9758;5;1;1;6350;
2677;5;3;5;622853;
12232;5;1;1;25385.5;
11868;5;1;1;33324;
2692;5;4;38;15199540.5;
2698;5;1;1;17160;
11485;5;2;2;36854;
11873;5;2;2;128685;
2719;5;4;21;182398.8;
2736;5;2;2;193085;
2668;5;4;12;104302.3;
2739;5;2;3;77235;
2778;5;2;3;88334;
2812;5;5;44;4155126.7;
11973;5;4;15;2737833.5;
10397;5;2;2;421540;
2825;5;1;1;97685;
12161;5;1;1;58425;
9943;5;1;1;63566;
10256;5;5;41;1707701.5;
2843;5;3;6;197412.5;
2950;5;3;6;785292.4;
2955;5;1;1;410285;
3008;5;2;3;62318;
3024;5;3;4;249123;
3027;5;2;3;343843;
3029;5;3;9;338217.6;
3030;5;1;1;13325;
3032;5;1;1;5792;
3033;5;4;12;318222.4;
3036;5;4;18;936618.7;
3042;5;4;31;912967.2;
3048;5;1;1;92861;
3067;5;2;3;437639;
3085;5;3;4;148099;
3109;5;4;12;94161;
3119;5;1;1;26616;
10154;5;5;46;2344455.9;
3142;5;2;3;74063;
3159;5;3;8;176948.8;
3178;5;1;1;38598;
3174;5;3;8;1480837.5;
9845;5;2;3;14011.5;
11563;5;1;1;9534;
11456;5;3;4;2023220;
11496;5;1;1;420;
12198;5;1;1;9352;
11329;5;3;4;14208;
9879;5;1;1;7255;
9973;5;3;9;1496567.8;
11381;5;3;5;149777.3;
11627;5;3;5;21367.4;
3213;5;2;3;98011;
12221;5;1;1;280;
3217;5;1;1;8140;
3230;5;5;48;1041608.7;
3239;5;1;1;95590;
3264;5;4;16;783799;
3267;5;5;47;4115324;
3268;5;3;8;858546;
3281;5;2;3;825682.5;
3294;5;2;2;14360;
10388;5;1;1;6024;
3348;5;1;1;82584;
3358;5;2;2;74320;
3365;5;4;12;1217920.5;
3367;5;3;5;163101;
10212;5;1;1;24067.5;
3390;5;2;3;70776;
11557;5;2;2;20101;
10020;5;3;4;80235;
9994;5;3;5;945759.5;
3510;5;1;1;3750;
11389;5;4;12;3872682.9;
3597;5;4;15;527391.5;
3607;5;2;3;64820;
9662;5;3;7;79494.5;
9998;5;1;1;53534;
3639;5;4;15;350306.5;
12134;5;1;1;30322.5;
3663;5;1;1;42917;
3667;5;1;1;1250;
3779;5;4;11;476652;
3683;5;3;5;561419.8;
10297;5;2;2;23216.5;
3689;5;3;10;598552;
3695;5;3;4;78153;
3696;5;3;10;158110.1;
3698;5;1;1;48400;
11144;5;4;15;208874.02;
3717;5;4;14;3086852;
3718;5;3;4;116576.7;
9812;5;1;1;10715;
3778;5;1;1;450522;
3798;5;3;7;67545;
3816;5;4;11;2790960;
10234;5;4;19;372117.5;
3826;5;5;57;1773498;
12234;5;1;1;25450;
3873;5;3;6;244477;
3891;5;1;1;4840;
3917;5;4;39;1265133.2;
9987;5;4;13;1171350;
11536;5;2;2;7807;
3940;5;5;50;2396694.7;
10017;5;2;2;10340;
3955;5;2;2;216260;
3960;5;5;63;5000016.5;
12253;5;1;1;13393;
9948;5;3;5;2125292;
3979;5;5;44;1449545.24;
12054;5;1;1;11590;
3997;5;2;2;175210;
3998;5;4;28;2744678;
4003;5;1;1;45807;
4041;5;1;1;44912;
10152;5;2;2;121376.5;
4057;5;2;3;272284;
4066;5;4;27;2286432.2;
11694;5;1;1;18321;
12107;5;2;2;60645;
9742;5;1;1;8960;
4085;5;4;13;5404950;
11085;5;3;7;59340;
4981;5;1;1;4551;
4196;5;2;3;258665.9;
11226;5;2;2;401399;
10189;5;3;9;77965.4;
4232;5;3;10;715010;
11343;5;3;6;747229;
4268;5;3;10;92385;
11280;5;4;23;276030;
4302;5;4;14;306805.3;
4304;5;2;2;333720.5;
12209;5;1;1;229469.6;
10087;5;2;2;219834;
4330;5;2;2;20367;
4344;5;2;3;426762;
4346;5;2;2;8869.5;
10324;5;1;1;3405;
4421;5;4;13;1137843;
10180;5;2;3;27506.5;
10333;5;1;1;2810;
10290;5;1;1;5732;
11553;5;3;5;82329.6;
4432;5;2;2;24560;
9979;5;4;30;1728645;
4436;5;3;5;82271.3;
9826;5;4;13;282283.5;
4462;5;3;10;588164;
4471;5;5;44;2905649;
4478;5;3;6;245112.5;
4500;5;4;17;6266913.4;
4501;5;5;110;22749718;
4507;5;1;1;41660;
4520;5;3;10;631192;
4615;5;2;2;12210;
4510;5;2;3;153110;
4523;5;1;1;295160;
4558;5;3;4;2354963;
4564;5;1;1;237732.2;
4574;5;4;14;2897131;
4575;5;2;2;656302;
4644;5;3;5;250497.5;
4651;5;3;6;204053.5;
4658;5;5;48;2906008.5;
10320;5;1;1;162800;
12289;5;1;1;5920;
12256;5;1;1;9912;
12254;5;1;1;23162.5;
12186;5;2;2;8631.5;
12185;5;3;4;179689;
4694;5;4;22;1815933.2;
9976;5;3;5;79418.5;
11979;5;4;21;369060;
4734;5;5;51;1881641;
4742;5;1;1;3395;
4745;5;1;1;4620;
4747;5;3;7;189777.8;
9985;5;4;31;1396415.7;
4770;5;1;1;39960;
4775;5;4;35;1215580.9;
4784;5;1;1;12390;
4785;5;1;1;133570;
4787;5;1;1;75234;
4789;5;2;2;730058;
4820;5;4;37;3190565.7;
10108;5;3;8;2316145;
4837;5;2;2;1778798;
4859;5;3;10;208985.2;
4879;5;1;1;3130;
11626;5;1;1;3647.5;
12067;5;2;2;12187.5;
11541;5;4;14;298917;
11758;5;1;1;35552.5;
4924;5;2;3;50120.9;
4943;5;2;2;622962;
10241;5;1;1;11746;
4948;5;3;5;61790;
4968;5;4;13;562342;
4976;5;5;145;6060271.1;
5032;5;2;2;228920;
5037;5;1;1;17070;
11950;5;1;1;7154;
5052;5;4;11;149895.5;
5055;5;5;72;6119203.2;
9769;5;1;1;8142.5;
5073;5;2;2;75905;
5079;5;2;2;24930;
5105;5;3;4;244906;
5122;5;5;56;3569583;
5135;5;3;6;305693.3;
5153;5;3;8;299469.8;
5154;5;1;1;114891;
5161;5;3;5;928183.5;
11469;5;2;3;26555;
11539;5;2;2;61928;
5164;5;4;31;1078726.3;
10205;5;2;2;5901.2;
10042;5;3;7;157965.6;
11791;5;1;1;1200;
5189;5;3;10;1771949;
5190;5;2;3;51801;
5192;5;3;9;205062;
5232;5;3;5;113091;
11230;5;3;5;5266784.82;
5280;5;2;3;130255;
11953;5;1;1;10417.5;
5299;5;1;1;8360;
10249;5;1;1;1325871.4;
5328;5;4;12;470775.5;
11881;5;1;1;73720;
12287;5;1;1;171229;
10301;5;1;1;5701.9;
5347;5;4;15;650840.5;
5349;5;1;1;53280;
10369;5;2;2;11073;
11429;5;2;2;21718;
5420;5;4;12;1172684;
5438;5;4;19;2335871.2;
9889;5;3;7;208542;
5441;5;2;2;264969;
5448;5;2;3;1090354.5;
5474;5;2;2;77511;
5476;5;2;2;2075455;
12214;5;1;1;13325;
12175;5;2;2;70880;
12026;5;2;3;220838.5;
5499;5;3;6;508602;
5504;5;4;22;3860403.7;
5517;5;3;6;3832462.5;
5542;5;3;5;224625;
5554;5;4;33;1867738.7;
5558;5;3;7;909672;
5576;5;3;7;23520;
5578;5;3;4;771077;
11591;5;5;60;1842061.6;
5589;5;5;70;3654168;
10415;5;3;8;1158089.1;
12268;5;1;1;4840;
5633;5;3;4;49835;
9653;5;6;185;158431790.3;
9631;5;4;16;757048.1;
5669;5;1;1;7551;
5673;5;2;2;91080.5;
11547;5;3;4;105662.4;
5700;5;3;5;75460;
5711;5;4;31;1178372.5;
5748;5;1;1;3228;
5753;5;2;3;220195;
11282;5;6;184;7192927.5;
12266;5;1;1;149476.5;
5825;5;3;5;581373.5;
5827;5;4;24;6698950;
5831;5;3;5;427369;
5843;5;3;8;517770;
5882;5;2;3;63617;
5893;5;3;5;180956;
5903;5;3;7;64137.5;
11556;5;1;1;10914.5;
6000;5;1;1;16440;
6038;5;3;9;70195;
5926;5;2;3;10559;
5944;5;3;4;98334.5;
5945;5;4;13;416309.2;
5955;5;2;2;94481;
5979;5;1;1;60996;
11918;5;2;2;97255;
5986;5;3;5;262510;
5990;5;4;19;1657549;
6001;5;3;5;65008.5;
11532;5;3;4;42931;
6007;5;3;9;737621;
6011;5;3;5;201290;
12110;5;1;1;310315;
6034;5;3;4;112698;
6090;5;2;2;52593.04;
6093;5;2;2;118514;
9917;5;3;9;291965.9;
11232;5;1;1;53940;
6157;5;4;11;2642312.5;
6183;5;2;2;13376;
6189;5;2;2;38162;
10277;5;1;1;7170;
9892;5;5;41;545136;
6198;5;2;2;11850;
6208;5;3;4;233284;
6260;5;2;2;14750;
6267;5;2;3;26583;
12174;5;1;1;17652;
12135;5;1;1;5204;
10199;5;3;6;246903;
10330;5;3;5;88036;
6298;5;3;4;258841;
6324;5;1;1;25237.5;
6328;5;4;28;5262878.2;
10140;5;1;1;14680;
9968;5;1;1;90525;
6352;5;4;13;10530378;
6356;5;3;6;98508;
9896;5;1;1;48464.5;
6364;5;2;3;74745;
6369;5;2;2;198949;
6371;5;3;8;221115;
6375;5;1;1;40633;
10067;5;4;17;182043;
11565;5;1;1;6380;
9864;5;4;20;737865;
6383;5;2;3;434110;
6391;5;3;7;32340;
9793;5;4;11;283452;
6417;5;3;6;110990;
6418;5;3;6;22642.5;
6443;5;1;1;4639;
6445;5;4;15;394502.5;
10334;5;2;2;194099;
6455;5;4;28;3152085.8;
9670;5;1;1;179986;
12224;5;1;1;4457;
6469;5;2;2;37215.5;
9900;5;1;1;118133;
6480;5;3;4;58336.7;
6496;5;3;7;113868;
6504;5;1;1;4163;
11545;5;1;1;2876;
6535;5;2;3;16509;
6547;5;1;1;7247.5;
6571;5;1;1;10117;
12056;5;3;5;2347703;
6578;5;1;1;5120;
6583;5;3;7;152704.3;
6602;5;4;12;359763.5;
9651;5;2;3;210953;
6628;5;3;4;579462;
6703;5;1;1;5655;
6727;5;3;6;709402;
6736;5;1;1;384615;
6786;5;1;1;65390;
9944;5;1;1;38080;
6793;5;4;23;92307.3;
9838;5;1;1;6600;
11386;5;4;34;1682031.5;
10168;5;4;11;323958.1;
12260;5;1;1;13567;
6842;5;1;1;33488;
6845;5;2;2;17539;
6846;5;1;1;311487;
6851;5;1;1;357298;
6884;5;1;1;61984;
6943;5;4;13;235810;
11949;5;1;1;39504;
6951;5;4;39;990252.3;
6958;5;3;5;445668;
9941;5;2;2;50800;
11366;5;1;1;9534;
6989;5;3;4;297542.5;
7004;5;3;9;1558986.5;
7015;5;5;47;1546756.2;
10003;5;3;7;1526704.8;
7050;5;4;11;267533;
7087;5;2;2;111950;
7097;5;3;8;216362.5;
7106;5;2;2;191160;
9942;5;2;2;109480;
11425;5;3;9;131000.5;
7128;5;4;14;146255.2;
7130;5;3;10;1310930.6;
7131;5;4;25;1754195.2;
7135;5;2;3;33901.5;
7140;5;1;1;10660;
9839;5;3;6;269257.6;
10142;5;4;29;1297041.1;
7161;5;1;1;252996.4;
7164;5;1;1;93873;
7168;5;3;4;39288;
9628;5;3;5;139588;
7176;5;5;63;4007658.27;
7185;5;5;53;415606.6;
7190;5;3;8;439954.9;
7277;5;3;8;161397;
7191;5;4;22;223826.8;
11359;5;4;20;1201820.5;
11239;5;1;1;2917.5;
7219;5;4;23;1441169.8;
7227;5;4;14;853232;
7237;5;5;66;4057432.5;
11883;5;3;4;48270;
9912;5;1;1;56750;
7283;5;4;29;1267128.1;
10082;5;1;1;2760;
7299;5;2;2;169284;
12236;5;1;1;38760;
9914;5;2;2;2310575;
7317;5;1;1;980;
7320;5;3;9;617631;
9729;5;1;1;6115;
10307;5;1;1;360;
10370;5;5;53;4245506.5;
7337;5;3;9;109795.3;
7338;5;1;1;2040;
7357;5;3;6;202526;
7358;5;1;1;53108;
7364;5;3;6;171792;
7366;5;1;1;166646;
9656;5;5;44;985481.3;
7380;5;2;3;266005.4;
7396;5;1;1;12164;
7402;5;4;12;176675.5;
7403;5;1;1;1400;
7404;5;3;8;266774;
7456;5;2;2;33971;
9831;5;1;1;5717.5;
7513;5;4;12;93332.3;
7517;5;4;12;147736.5;
9854;5;3;4;22893;
7538;5;3;8;41133.5;
7539;5;2;2;729042.5;
11548;5;2;3;210212;
7610;5;1;1;689161;
7613;5;4;13;511771.2;
7621;5;4;12;147636.9;
9650;5;5;69;5605711;
7642;5;1;1;7554;
9869;5;3;10;489187.7;
7658;5;2;2;156034;
7680;5;2;3;298120;
7704;5;1;1;117940;
11404;5;2;3;203591;
7884;5;3;5;38197;
12059;5;2;3;74299.3;
7742;5;1;1;15744;
11420;5;2;3;260673;
7770;5;3;6;141461.5;
11865;5;1;1;3285;
10348;5;1;1;8785;
12172;5;1;1;64334;
7830;5;4;29;4073233.5;
7851;5;3;4;87730.5;
7864;5;2;3;67982.5;
7882;5;3;9;54311;
9724;5;2;2;40400.5;
7903;5;1;1;59271;
7917;5;3;6;122402.5;
11295;5;2;3;107630;
7922;5;1;1;5206;
7925;5;3;7;1825338.5;
11154;5;2;2;194686.5;
7951;5;3;5;136311.5;
9908;5;4;17;337373;
7971;5;4;19;881643.5;
11458;5;3;6;1271921;
7980;5;3;5;4612863.1;
8048;5;3;5;156369;
11743;5;2;3;46582;
8059;5;1;1;24335;
8105;5;3;10;4768567;
11365;5;2;3;285775;
8125;5;3;7;12180;
11312;5;4;40;9819423;
11809;5;1;1;2156.5;
8166;5;5;52;17950658.8;
10012;5;2;2;175297.5;
8179;5;1;1;769225;
8188;5;3;8;606667.4;
11324;5;2;3;10086.5;
8206;5;3;10;802891.5;
8220;5;3;6;126410;
11128;5;4;11;736157.4;
11430;5;3;7;93433;
9946;5;4;30;1612239.5;
8338;5;1;1;34164;
8260;5;3;6;397119.7;
10039;5;5;63;3573653.5;
8285;5;5;84;4564299.5;
10377;5;3;4;64145.3;
10406;5;3;10;698415.5;
11552;5;4;12;318656.5;
8300;5;2;2;73046;
8305;5;4;16;1348249;
8306;5;3;8;94066.5;
8339;5;2;2;65024;
8342;5;3;4;27116;
8378;5;1;1;66057;
11818;5;1;1;1400;
8391;5;3;5;238701;
9737;5;1;1;11920;
8393;5;2;2;458751.5;
10055;5;3;8;935395.5;
8396;5;3;4;204896;
12199;5;1;1;8013;
8448;5;3;5;119113;
8488;5;1;1;30295;
8489;5;3;6;37097;
8512;5;1;1;5925;
8513;5;5;42;445028;
11468;5;1;1;5017.5;
12003;5;1;1;53576;
10072;5;4;29;524670.9;
10387;5;1;1;4070;
8588;5;3;6;366509;
8591;5;2;2;66635;
8605;5;3;4;575989;
8629;5;4;23;539675.7;
11269;5;3;8;161750;
12116;5;1;1;15725.5;
12248;5;1;1;4560;
9798;5;5;90;2407142.8;
8670;5;4;15;1393196;
8696;5;1;1;6295;
8702;5;1;1;66627.5;
10009;5;2;2;19015;
11225;5;1;1;8766.6;
12021;5;1;1;1920;
8738;5;2;2;11638.5;
11984;5;1;1;36565;
11924;5;1;1;44850;
11747;5;3;10;229968.6;
8809;5;4;28;620975;
8814;5;1;1;30780;
8817;5;3;8;358939;
9936;5;3;4;53528;
8823;5;1;1;280700;
10177;5;4;20;526038.5;
8839;5;3;6;77924;
11928;5;2;2;71695;
8864;5;1;1;88857;
11434;5;4;17;808893;
11477;5;5;53;3172066;
11284;5;1;1;70124.5;
8874;5;2;3;293179;
8889;5;2;2;33093;
8891;5;3;8;29168;
8898;5;1;1;6690;
8895;5;1;1;8032;
8900;5;3;4;420387;
8901;5;1;1;18081;
8902;5;3;10;646438;
8907;5;2;2;496321;
11542;5;1;1;2050;
8920;5;3;5;133996;
8947;5;1;1;1599;
10350;5;2;2;17889;
8948;5;2;3;92286;
8950;5;4;14;844084;
8960;5;5;77;5756244.6;
10385;5;1;1;107492.5;
11212;5;3;6;83429.5;
3715;5;1;1;1589;
9047;5;5;113;7725032.6;
9070;5;3;8;204371;
11822;5;1;1;5770;
9103;5;4;19;297630.9;
9134;5;4;15;48883;
9175;5;2;2;87360;
9828;5;4;17;1741580.6;
10030;5;4;14;531627;
9215;5;1;1;340136;
9261;5;3;6;129930;
9264;5;1;1;3016;
9265;5;4;18;162978.4;
9289;5;1;1;60484;
9330;5;4;24;3104194.5;
9342;5;2;2;145680;
9399;5;2;3;326089.5;
9380;5;2;2;150890;
9382;5;4;14;185001.5;
9415;5;1;1;17470;
9436;5;4;30;821518.95;
9448;5;3;4;1779472;
9490;5;4;12;124948;
10335;5;4;32;4502934;
11243;5;1;1;21636;
10339;5;5;43;1745898.75;
