unit_id;year_id;group_id;expense_invoices;sales;note
7227;5;4;17;943650.5;
8391;5;3;8;940246;
10055;5;3;8;935395.5;
5161;5;3;5;928183.5;
5347;5;4;19;923042.5;
8809;5;4;36;916554;
11552;5;4;17;896398.5;
8629;5;5;42;889417.7;
851;5;4;32;876734.4;
9867;5;2;3;872937;
6628;5;3;8;868281;
1242;5;4;11;862637;
178;5;3;4;850423;
11434;5;4;20;848411.5;
3281;5;2;3;825682.5;
11847;5;4;35;815789.9;
8902;5;4;12;807722;
9631;5;4;20;804790.61;
4520;5;4;11;803856;
2106;5;3;8;784346.5;
169;5;3;10;777022.5;
8817;5;4;16;774308;
5578;5;3;4;771077;
8179;5;1;1;769225;
1026;5;5;55;761633.6;
5542;5;3;8;757196.5;
4232;5;4;12;754224;
5825;5;3;8;732713.5;
7539;5;2;2;729042.5;
9380;5;3;5;722675;
10406;5;4;12;721772.5;
6727;5;3;6;709402;
7770;5;4;13;698195.7;
10030;5;4;23;698034;
1009;5;4;24;696973.5;
4462;5;4;18;695624;
9265;5;4;40;694273.4;
8513;5;5;56;693630;
7610;5;1;1;689161;
6445;5;4;25;685962;
11196;5;4;17;679213;
11541;5;4;17;677101.5;
252;5;3;8;664928;
4575;5;2;2;656302;
1214;5;4;16;650119;
2677;5;3;6;647973;
3689;5;4;12;618697;
9926;5;4;16;617853.8;
10161;5;2;3;610930;
28;5;4;15;607086;
7191;5;4;31;600779.3;
10332;5;4;39;595303.5;
1980;5;4;22;595044;
5843;5;3;10;588975;
11986;5;1;1;585795;
9892;5;5;45;576857;
8605;5;3;4;575989;
4968;5;4;14;574117;
2220;5;3;8;571492.5;
9046;5;1;1;565185;
5328;5;4;14;561564;
3683;5;3;5;561419.8;
7680;5;3;5;552415;
5945;5;4;16;551684.7;
3779;5;4;18;544670;
7050;5;4;16;543811;
6989;5;3;5;538470.5;
8898;5;2;3;538135.5;
7613;5;4;14;532229.2;
818;5;5;53;531857.5;
11162;5;3;4;531504;
11979;5;4;31;530995.5;
9968;5;2;3;529040.5;
11909;5;4;39;528926.6;
3597;5;4;15;527391.5;
2550;5;4;17;521286;
5831;5;3;7;505155;
10391;5;3;10;502995.5;
1282;5;4;19;500437.5;
8907;5;2;3;497375;
2016;5;3;8;481255.5;
6807;5;1;1;478510;
7473;5;4;13;477713;
10242;5;3;9;477042.5;
11226;5;3;5;476884.5;
11280;5;4;30;475611;
11171;5;4;35;473655;
12055;5;1;1;469494;
10234;5;4;25;466778.5;
9826;5;4;19;466361.3;
6958;5;3;7;465312.5;
632;5;2;3;465250;
7190;5;3;9;462304.9;
7185;5;5;62;461856.2;
1365;5;4;25;460275.5;
8393;5;2;2;458751.5;
3027;5;3;5;455082;
11533;5;3;4;453153.5;
7658;5;3;5;452812.5;
11611;5;1;1;451835;
1549;5;3;10;451622.5;
3778;5;1;1;450522;
3067;5;3;4;447930;
5153;5;4;11;446933.8;
8920;5;3;8;446295;
3639;5;4;19;445642.5;
3033;5;4;16;445028.4;
1143;5;3;6;443749;
8900;5;3;5;441857;
9399;5;3;5;440365.5;
1240;5;2;3;439075;
641;5;2;2;435695;
11535;5;3;8;434963.6;
6383;5;2;3;434110;
4057;5;3;5;433224;
9103;5;4;24;431339.9;
415;5;2;2;429834;
12287;5;2;3;429202;
1329;5;4;21;427201;
4344;5;2;3;426762;
10397;5;2;2;421540;
10320;5;3;5;419739;
9070;5;4;16;417153.5;
5135;5;4;11;410884.3;
8260;5;3;7;410512.7;
2955;5;1;1;410285;
128;5;3;8;406539.5;
2139;5;4;13;404257.5;
3873;5;3;9;400597;
5986;5;3;8;396901;
427;5;3;10;396030;
6369;5;2;3;391024;
10334;5;2;3;384797;
6736;5;1;1;384615;
12026;5;3;6;379535.5;
1486;5;2;3;378340;
7396;5;2;2;374841;
12468;5;1;1;373519;
3085;5;3;5;372820;
3029;5;4;11;372472.8;
10202;5;4;17;367944;
7951;5;3;6;366735.5;
8588;5;3;6;366509;
11402;5;1;1;362313;
2564;5;2;2;360839.5;
6602;5;4;12;359763.5;
6851;5;1;1;357298;
2167;5;3;4;348967.5;
2467;5;3;8;346958;
9215;5;2;2;344969;
2102;5;3;6;342621;
7097;5;4;16;342356.5;
12185;5;3;9;342310;
12361;5;2;2;339757.5;
395;5;2;2;337867;
4304;5;2;2;333720.5;
2221;5;1;1;332100;
4302;5;4;16;331437.3;
10396;5;2;2;330025;
981;5;1;1;328155;
11432;5;2;3;327345;
5405;5;2;2;324990;
10168;5;4;11;323958.1;
10384;5;1;1;315290;
7380;5;3;4;312205.4;
6846;5;1;1;311487;
12427;5;1;1;310400;
12110;5;1;1;310315;
10412;5;1;1;309825;
144;5;1;1;305648;
3997;5;2;3;304665;
12378;5;1;1;302455;
3024;5;3;5;302347.5;
9917;5;3;10;300419.9;
2548;5;3;4;300220;
6298;5;3;6;299728.5;
7087;5;2;3;298412;
4523;5;1;1;295160;
12285;5;1;1;294920;
8874;5;2;3;293179;
12027;5;3;9;292608.5;
9839;5;3;8;291582.6;
4747;5;4;11;290345.3;
2009;5;3;5;289808;
2303;5;1;1;288125;
9651;5;3;4;286485;
2170;5;2;3;286104;
11365;5;2;3;285775;
6943;5;4;16;284840;
2657;5;1;1;283874;
9793;5;4;11;283452;
8823;5;1;1;280700;
2698;5;2;2;277290;
5105;5;3;8;272801.5;
11381;5;3;7;270356.3;
337;5;4;21;270346.5;
7404;5;3;9;268526.5;
7402;5;4;18;265205;
5441;5;2;2;264969;
7357;5;3;9;263837.3;
9975;5;4;11;260745.4;
11420;5;2;3;260673;
8396;5;3;5;259096;
11143;5;2;2;258776;
4196;5;2;3;258665.9;
7161;5;1;1;252996.4;
4644;5;3;5;250497.5;
6371;5;3;9;250123;
4859;5;4;12;249270.2;
10199;5;3;6;246903;
4478;5;3;6;245112.5;
6189;5;3;7;244773.5;
12435;5;1;1;242990;
11782;5;1;1;242640;
5234;5;1;1;240000;
7337;5;4;13;238508.3;
4564;5;1;1;237732.2;
8342;5;3;5;237496;
254;5;3;6;236634;
1116;5;2;2;235345.5;
5753;5;3;4;234382.5;
5893;5;3;6;233496;
10042;5;3;9;233309.6;
6208;5;3;4;233284;
9342;5;2;3;231120;
11205;5;4;15;230765;
11747;5;3;10;229968.6;
12209;5;1;1;229469.6;
5032;5;2;2;228920;
249;5;3;5;228414;
12186;5;4;11;227777.5;
6417;5;4;12;227660;
4685;5;1;1;227635;
9854;5;3;6;226221.5;
3367;5;3;6;226198;
9889;5;3;10;224097;
10087;5;2;2;219834;
8048;5;3;8;217218;
11144;5;4;16;216455.02;
3955;5;2;2;216260;
2668;5;4;17;215973;
2736;5;2;3;215269;
5192;5;3;10;214482.5;
10385;5;2;2;212607.5;
11509;5;4;20;212204;
4957;5;1;1;212139;
653;5;3;4;211256;
7621;5;4;14;211046.9;
11548;5;2;3;210212;
4651;5;3;6;204053.5;
12256;5;2;3;203917;
2144;5;3;4;203621;
10067;5;4;21;203605;
11404;5;2;3;203591;
2053;5;2;3;202367.5;
11923;5;1;1;201650;
6011;5;3;5;201290;
177;5;2;2;200055;
2719;5;4;26;199944.3;
8488;5;2;3;199440;
2843;5;3;7;199110.5;
7517;5;4;16;197349.5;
11154;5;2;2;194686.5;
9382;5;4;17;194678.5;
7364;5;3;7;192690;
2033;5;2;2;192062;
7106;5;2;2;191160;
2183;5;2;3;190534;
9175;5;3;4;186343;
2778;5;3;4;185681;
10377;5;3;5;184477.3;
12315;5;4;12;183920;
3159;5;3;10;181914.3;
9670;5;1;1;179986;
7128;5;4;21;178443.7;
11331;5;4;11;177744.7;
5474;5;3;4;177587;
2585;5;4;14;176570;
10012;5;2;2;175297.5;
3178;5;2;2;175179;
12172;5;2;2;174234;
3703;5;1;1;174103.5;
7299;5;2;2;169284;
12122;5;3;5;168526;
7366;5;1;1;166646;
5699;5;1;1;166103;
9261;5;3;8;165110;
11269;5;3;8;161750;
7164;5;2;3;161481;
7277;5;3;8;161397;
71;5;2;2;160602.5;
11425;5;4;13;160447.2;
3696;5;4;11;159430.1;
1864;5;3;4;154962.2;
9786;5;3;8;154663;
9628;5;3;6;154168;
10186;5;3;4;153278;
4510;5;2;3;153110;
11496;5;2;3;152870;
6583;5;3;7;152704.3;
12235;5;1;1;151432;
5052;5;4;11;149895.5;
12266;5;1;1;149476.5;
5633;5;3;6;148747;
7882;5;4;13;148620;
3718;5;3;7;148510.7;
9962;5;3;4;146012.5;
2432;5;2;2;145474;
12381;5;1;1;144455;
4911;5;1;1;144440;
10208;5;2;2;141169;
11519;5;1;1;139860;
11837;5;2;2;138896;
11285;5;1;1;138524;
2075;5;2;2;136781;
4666;5;1;1;136510;
6000;5;2;3;136282.16;
9976;5;3;7;135265.5;
8448;5;3;8;134800;
9900;5;2;2;134736;
4785;5;1;1;133570;
11348;5;2;2;133283.5;
9941;5;3;4;133010;
9843;5;2;3;132412.5;
607;5;2;3;131491.5;
6093;5;2;3;130514;
5280;5;2;3;130255;
3119;5;2;3;129793;
11873;5;2;2;128685;
10330;5;3;6;128199;
5232;5;3;7;128071;
648;5;3;6;128056.5;
6842;5;3;5;127454;
1767;5;3;5;127067.6;
11363;5;3;5;126471;
8220;5;3;6;126410;
11220;5;2;3;126199.4;
5955;5;2;3;125744;
12128;5;3;7;125388;
11924;5;2;2;123818.5;
3109;5;4;15;123286.5;
1021;5;3;6;122869;
7917;5;3;6;122402.5;
10152;5;2;2;121376.5;
8306;5;3;9;121279.5;
11212;5;4;12;120845;
7045;5;3;4;120087.5;
1360;5;3;6;119070.5;
7704;5;1;1;117940;
3213;5;3;6;117124.6;
558;5;1;1;115340;
5154;5;1;1;114891;
5975;5;1;1;113830;
11430;5;3;10;113557;
6034;5;3;4;112698;
6673;5;1;1;112640;
10251;5;1;1;111900;
45;5;2;3;111640;
11785;5;3;6;111533.5;
9942;5;2;2;109480;
11392;5;2;2;109228;
10173;5;3;4;108296.5;
12093;5;2;3;108054;
413;5;3;7;107962;
11295;5;2;3;107630;
6356;5;3;7;106789.2;
11500;5;2;3;106418.5;
663;5;3;4;105963.5;
167;5;3;5;105270;
6786;5;2;2;103759;
2133;5;3;5;103120;
8839;5;3;8;102193.6;
10318;5;2;3;102088;
6793;5;4;25;101016.8;
2814;5;1;1;100646;
10189;5;4;12;100489.9;
5944;5;3;4;98334.5;
2825;5;1;1;97685;
10063;5;3;5;97367;
11918;5;2;2;97255;
3239;5;1;1;95590;
7513;5;4;13;95432.3;
3348;5;2;2;95419;
3390;5;3;4;95253;
1957;5;2;3;95251.5;
11260;5;1;1;93113;
4268;5;3;10;92385;
8948;5;2;3;92286;
11469;5;3;4;91595;
12083;5;1;1;91250;
5673;5;2;2;91080.5;
1843;5;3;8;91061;
3798;5;4;13;90610.2;
1676;5;3;9;89842.5;
6038;5;4;11;89821;
1754;5;3;4;89520;
11911;5;1;1;89490;
8864;5;1;1;88857;
6480;5;3;8;88759.7;
11132;5;3;4;87836;
7851;5;3;4;87730.5;
3358;5;2;3;87344.5;
12377;5;1;1;85410;
2083;5;2;2;85287;
10111;5;3;5;85131;
10238;5;2;2;84639;
11854;5;3;6;84066;
12294;5;1;1;83710;
11553;5;3;5;82329.6;
4436;5;3;5;82271.3;
12355;5;2;2;80995;
4330;5;3;6;80391;
10020;5;3;4;80235;
9662;5;3;7;79494.5;
12341;5;1;1;78840;
518;5;1;1;78500;
3695;5;3;4;78153;
9708;5;3;5;77360;
2739;5;2;3;77235;
10287;5;1;1;76842;
5073;5;2;2;75905;
5700;5;3;5;75460;
4787;5;1;1;75234;
6364;5;2;3;74745;
12059;5;2;3;74299.3;
3142;5;2;3;74063;
11881;5;1;1;73720;
265;5;3;5;73263;
8300;5;2;2;73046;
956;5;1;1;71698;
11928;5;2;2;71695;
11537;5;2;2;71005;
12175;5;2;2;70880;
3008;5;3;4;70238;
11284;5;1;1;70124.5;
7864;5;2;3;67982.5;
496;5;2;3;67716;
11913;5;3;4;67625.5;
8591;5;2;2;66635;
8702;5;1;1;66627.5;
1370;5;1;1;66370;
8378;5;1;1;66057;
2085;5;3;6;65991.5;
11786;5;2;2;65080;
8339;5;2;2;65024;
6001;5;3;5;65008.5;
3607;5;2;3;64820;
5903;5;3;7;64137.5;
10144;5;2;3;63943.5;
8837;5;1;1;63791.55;
5882;5;2;3;63617;
9943;5;1;1;63566;
11868;5;2;2;63024;
276;5;2;2;62314.5;
6884;5;1;1;61984;
11539;5;2;2;61928;
4948;5;3;5;61790;
1913;5;1;1;61237.5;
11760;5;2;2;61059;
5979;5;1;1;60996;
7358;5;2;2;60648;
12107;5;2;2;60645;
11643;5;1;1;60632;
9289;5;1;1;60484;
12024;5;3;9;60316;
9134;5;4;19;60139.5;
11534;5;2;2;59824.4;
7903;5;1;1;59271;
1745;5;3;4;59199;
12037;5;1;1;58950;
226;5;2;3;58830.5;
12161;5;1;1;58425;
677;5;1;1;57558;
1516;5;3;5;56859.5;
9912;5;1;1;56750;
9415;5;3;4;56389;
11883;5;3;6;55770;
11694;5;2;3;54929;
11232;5;1;1;53940;
12003;5;1;1;53576;
9998;5;1;1;53534;
9936;5;3;4;53528;
5349;5;1;1;53280;
3575;5;3;5;52974.5;
6090;5;2;2;52593.04;
2504;5;1;1;52397.5;
9724;5;2;3;52289.5;
917;5;4;13;52051;
12472;5;1;1;52010;
5190;5;2;3;51801;
7538;5;3;10;50393.5;
4924;5;2;3;50120.9;
4077;5;1;1;49446;
7168;5;3;6;48898;
9896;5;1;1;48464.5;
3698;5;1;1;48400;
11388;5;1;1;46946;
11743;5;2;3;46582;
10420;5;1;1;46412;
4003;5;1;1;45807;
11400;5;2;3;45240;
4432;5;2;3;44918;
4041;5;1;1;44912;
403;5;1;1;43788.4;
12214;5;2;2;43035;
9737;5;2;2;43020;
11532;5;3;4;42931;
3663;5;1;1;42917;
10158;5;1;1;42734;
493;5;2;2;42505;
785;5;1;1;42144;
8889;5;2;3;41969;
7135;5;3;4;41901.5;
12400;5;3;7;41892.5;
8489;5;3;7;41687;
4507;5;1;1;41660;
12198;5;3;4;41215.5;
6375;5;1;1;40633;
10180;5;3;5;40526;
4770;5;1;1;39960;
6418;5;4;12;39745;
82;5;3;4;39732;
11949;5;1;1;39504;
1156;5;1;1;39480;
12236;5;1;1;38760;
7884;5;3;5;38197;
9944;5;1;1;38080;
2346;5;2;2;38015.2;
12415;5;1;1;37740;
6469;5;2;2;37215.5;
9890;5;2;3;36922;
11485;5;2;2;36854;
11984;5;1;1;36565;
10140;5;2;2;36437;
12101;5;1;1;36412;
12338;5;1;1;36238;
12254;5;2;2;36027.5;
11758;5;1;1;35552.5;
751;5;2;2;35510;
12286;5;1;1;35351;
8338;5;1;1;34164;
7456;5;2;2;33971;
9750;5;1;1;33642.5;
12440;5;1;1;33579;
10224;5;2;2;33280;
12248;5;2;2;33105;
7756;5;2;3;32679;
11557;5;3;4;31906;
11429;5;3;4;31575.6;
12174;5;2;2;31158;
10057;5;1;1;31080;
8891;5;3;9;30353;
12134;5;1;1;30322.5;
6547;5;2;2;29697.5;
12131;5;1;1;29640;
12394;5;1;1;29631;
1679;5;2;3;29311;
12242;5;1;1;29250;
2861;5;1;1;28851;
10297;5;2;3;28370.5;
12368;5;1;1;28260;
1733;5;2;3;27898;
8422;5;1;1;27858;
9845;5;3;5;26779;
6267;5;2;3;26583;
8663;5;1;1;26260;
1970;5;1;1;26146;
12419;5;3;8;26113.5;
12373;5;1;1;25855;
12450;5;2;2;25640;
12031;5;1;1;25630;
12234;5;1;1;25450;
12232;5;1;1;25385.5;
6324;5;1;1;25237.5;
5079;5;2;2;24930;
5334;5;1;1;24600;
150;5;1;1;24570;
559;5;2;2;24497;
8059;5;1;1;24335;
12317;5;1;1;24291.6;
2409;5;3;7;24097.5;
10212;5;1;1;24067.5;
11531;5;3;4;23958.5;
11464;5;1;1;23860;
6183;5;2;3;23704.5;
12362;5;1;1;23452;
11329;5;3;6;23318;
299;5;2;2;23163;
10400;5;2;2;23030;
11450;5;3;5;22770.5;
11320;5;1;1;22334;
11538;5;1;1;22128;
10074;5;2;3;21965.5;
11243;5;1;1;21636;
11627;5;3;5;21367.4;
12447;5;1;1;20882.5;
11683;5;1;1;20671;
10276;5;1;1;20445;
1153;5;1;1;20039;
2705;5;1;1;19725;
12382;5;1;1;19140;
10009;5;2;2;19015;
2240;5;2;2;18845;
12312;5;2;2;18716;
8901;5;1;1;18081;
2186;5;1;1;18014.5;
3294;5;2;3;17910;
10350;5;2;2;17889;
6845;5;2;2;17539;
113;5;1;1;17531;
12409;5;2;2;17409.5;
5037;5;1;1;17070;
1145;5;1;1;16980;
1698;5;2;2;16729;
12329;5;1;1;16603;
6535;5;2;3;16509;
12196;5;1;1;16230;
10331;5;1;1;16144;
11369;5;1;1;16130;
12262;5;1;1;15800;
7742;5;1;1;15744;
12116;5;1;1;15725.5;
4346;5;2;3;15519.5;
10360;5;2;2;15390;
8738;5;2;3;14944.5;
6260;5;2;2;14750;
9722;5;1;1;14357.5;
12289;5;2;3;14117;
11366;5;2;2;13914;
536;5;2;2;13872;
12260;5;1;1;13567;
12253;5;1;1;13393;
3030;5;1;1;13325;
455;5;3;4;13309.6;
11150;5;1;1;13059;
5184;5;1;1;13028;
12348;5;1;1;12902;
6198;5;2;3;12854;
1169;5;2;3;12705.8;
4784;5;1;1;12390;
134;5;1;1;12380;
4615;5;2;2;12210;
12067;5;2;2;12187.5;
12405;5;1;1;11910;
12351;5;1;1;11760;
10241;5;1;1;11746;
12316;5;1;1;11690;
8512;5;2;2;11633;
12054;5;1;1;11590;
6443;5;2;2;11355;
11733;5;1;1;11299;
10369;5;2;2;11073;
11556;5;1;1;10914.5;
9812;5;1;1;10715;
7140;5;1;1;10660;
11468;5;2;2;10592.5;
5926;5;2;3;10559;
8554;5;1;1;10555.5;
10273;5;3;5;10471.7;
11953;5;1;1;10417.5;
10017;5;2;2;10340;
6571;5;1;1;10117;
11324;5;2;3;10086.5;
10390;5;1;1;9965;
1463;5;1;1;9740;
11521;5;1;1;9731;
12417;5;1;1;9590;
1823;5;1;1;9580;
11563;5;1;1;9534;
12473;5;1;1;9520;
213;5;2;2;9500;
296;5;1;1;9420;
10121;5;1;1;8979;
9742;5;1;1;8960;
11796;5;1;1;8872;
12033;5;1;1;8786;
10348;5;1;1;8785;
11225;5;1;1;8766.6;
11528;5;1;1;8734;
11390;5;1;1;8660;
9729;5;2;2;8638;
11525;5;1;1;8615;
5299;5;1;1;8360;
9769;5;1;1;8142.5;
3217;5;1;1;8140;
8895;5;1;1;8032;
12199;5;1;1;8013;
10157;5;2;2;7810;
11536;5;2;2;7807;
9996;5;2;2;7776;
7642;5;1;1;7554;
5669;5;1;1;7551;
9879;5;1;1;7255;
12334;5;1;1;7182.5;
10163;5;1;1;7180;
10277;5;1;1;7170;
11950;5;1;1;7154;
6468;5;1;1;7125;
1405;5;3;5;7064.5;
11444;5;1;1;7049;
12060;5;1;1;6990;
12430;5;1;1;6923.5;
9266;5;2;2;6838.5;
11971;5;1;1;6736;
12360;5;1;1;6660;
2142;5;1;1;6651.5;
9838;5;1;1;6600;
4219;5;1;1;6460;
11565;5;1;1;6380;
9758;5;1;1;6350;
1958;5;1;1;6295;
8696;5;1;1;6295;
12201;5;1;1;6076;
10388;5;1;1;6024;
10205;5;2;2;5901.2;
3032;5;1;1;5792;
11822;5;1;1;5770;
10290;5;1;1;5732;
9831;5;1;1;5717.5;
10301;5;1;1;5701.9;
6703;5;1;1;5655;
3947;5;1;1;5480;
11869;5;2;2;5366;
7922;5;1;1;5206;
12135;5;1;1;5204;
12418;5;1;1;5180;
6578;5;1;1;5120;
3891;5;1;1;4840;
12268;5;1;1;4840;
10082;5;2;2;4798.5;
3865;5;1;1;4660;
4745;5;1;1;4620;
4981;5;1;1;4551;
153;5;1;1;4524;
7753;5;1;1;4524;
12224;5;1;1;4457;
11508;5;1;1;4313;
12296;5;1;1;4270;
6504;5;1;1;4163;
2242;5;1;1;4100;
10387;5;1;1;4070;
3510;5;1;1;3750;
11616;5;1;1;3734.2;
11626;5;1;1;3647.5;
12467;5;1;1;3600;
10324;5;1;1;3405;
4742;5;1;1;3395;
11865;5;1;1;3285;
5748;5;1;1;3228;
11438;5;1;1;3180;
4879;5;1;1;3130;
12333;5;1;1;3075;
9264;5;1;1;3016;
11239;5;1;1;2917.5;
11545;5;1;1;2876;
12438;5;1;1;2811;
10333;5;1;1;2810;
10117;5;1;1;2780.3;
11567;5;1;1;2712.5;
1680;5;1;1;2262;
11809;5;1;1;2156.5;
11542;5;1;1;2050;
11707;5;1;1;2043;
7338;5;1;1;2040;
12448;5;1;1;2020;
12021;5;1;1;1920;
11330;5;1;1;1762.5;
11442;5;1;1;1716;
8947;5;1;1;1599;
3715;5;1;1;1589;
11927;5;1;1;1510;
12019;5;1;1;1480;
11229;5;1;1;1453.5;
12051;5;1;1;1431;
7403;5;1;1;1400;
11818;5;1;1;1400;
3667;5;1;1;1250;
11791;5;1;1;1200;
